,AllR/AraC/FucR,ArcA-1,ArcA-2,ArgR,AtoC,BW25113,Cbl+CysB,CdaR,CecR,Copper,CpxR,Cra,Crp-1,Crp-2,CsqR,CysB,DhaR/Mlc,EvgA,ExuR/FucR,FadR,FecI,FlhDC,FliA,Fnr,Fur-1,Fur-2,GadEWX,GadWX,GcvA,GlcC,GlpR,GntR/TyrR,His-tRNA,Leu/Ile,Lrp,MalT,MetJ,Nac,NagC/TyrR,NarL,NikR,NtrC+RpoN,OxyR,PrpR,PurR-1,PurR-2,PuuR,Pyruvate,RbsR,RcsAB,RpoH,RpoS,SoxS,SrlR+GutM,Thiamine,Tryptophan,XylR,YgbI,YiaJ,YieP,YneJ,Zinc,crp-KO,curli,deletion-1,deletion-2,duplication-1,e14-deletion,efeU-repair,entC-menF-KO,fimbriae,flu-yeeRS,fur-KO,gadWX-KO,insertion,iron-related,lipopolysaccharide,membrane,nitrate-related,proVWX,purR-KO,sgrT,thrA-KO,translation,uncharacterized-1,uncharacterized-2,uncharacterized-3,uncharacterized-4,uncharacterized-5,uncharacterized-6,ydcI-KO,yheO-KO
b1357,-0.0441800047136,-0.0293175969508,0.0204127723259,-0.0107051289772,-0.0013281250213,-0.00784914119622,0.0239843595774,-0.00346922698342,-0.0203904820726,0.028557929976,-0.00463855456455,0.00621882583574,-0.00701432541857,0.00362418659441,-0.0180249713862,-0.0106459465483,-0.007623130829939998,-0.015633045074100002,0.068734700469,0.0156800640543,-0.0199218458285,0.0044466912146,-0.007467284365010002,0.00752326211594,-0.0052909809876600005,0.00983145445229,-0.0069438246322,-0.00258011000697,-0.0200481366725,-0.006616841086180001,-0.00755151002978,-0.00182940508267,0.042948025424,-0.0130789991897,-0.0006906854306120001,0.0103841611425,0.0177068731767,-0.0143125955778,-0.008001007573659999,-0.00161413400632,-0.0254850032557,0.00094892495983,-0.0137834274224,0.0140535152496,0.00177163496638,0.0284790912839,0.00504511614936,0.0409484779409,-0.0102813071023,0.00366125002786,0.00454625411808,-0.00273442206549,-0.006807199941380001,0.0214276722687,0.0312992245675,0.00546528827084,0.00129058765246,-0.0207710440525,0.00978865597224,-0.0168310153517,0.0153378506345,0.00401072921056,-0.0127095356149,0.00419662294652,0.0114062635571,0.0659085242709,0.0007406957124489997,0.0069663684838,-0.009058449065870002,-0.00202178443418,-0.0211606241113,-0.00776987115764,-0.0351941642895,0.00166064739653,-0.010899575453299998,0.0170905047691,-0.010745254851,-0.0042554761744,0.0175589064899,-0.00922778687398,-0.0373156629464,0.0179203060225,-0.04663520788390002,0.0104580821476,-0.00940777377463,0.0203314734368,0.00218034180948,0.00581477631427,-0.0203114313156,0.011195180205,0.0038468781488,-0.0237536777844
b1359,0.00663473458047,-0.0119133675682,0.00385675921663,0.0033292646642900004,0.0241670545629,-0.0128398787388,-0.0129342203517,-0.0123505623723,0.029399409756400006,0.00493187213876,-0.0109223171852,-0.0100423892195,-0.0025748745097,0.0160899260162,0.00187632268432,0.0140976427503,-0.0008628391569739999,0.000503917815997,0.0396532963133,0.0028658257092600004,-0.017681984255099998,0.00606704809411,-0.00866657439651,9.31807212916e-05,-0.00662618889534,-0.0150685461129,-0.0100491540903,-0.00426088845629,0.0175780654183,-0.00519753298669,0.0029808582643800004,-0.00701012380397,0.0004642223312390001,0.008801788484620002,0.0026851405197700004,-0.0181374237428,-0.010121558650799998,-0.00723969467172,0.00325247413317,0.00303652101926,-0.014055572578700002,-0.000559204927829,-0.0129735487757,-0.0036713329301,0.011252897105299996,-0.00282630743874,0.00737331508496,0.0140771944345,-0.000950280014586,-0.000128175776474,0.00985040819055,0.00715962818232,0.000510807160251,2.84900687628e-05,0.00424087062855,0.00373911873617,-0.0119490636139,-0.00482938577443,-0.00351173300679,-0.017538868648400003,-0.00982973413651,-0.0006279359408200001,-0.00976148469949,-0.010207522998299998,-0.008810063051610001,0.0507850062552,-0.0289972799587,0.005218254281989999,0.00598096235522,0.00695757482046,0.0230617472892,-0.0068274276277700005,-0.00265776825434,0.00442548868901,0.00844960575794,-0.010475607029,0.0293180717627,-0.00218775416258,0.0108709076802,-0.00758554629208,0.0186535168727,-0.016840114673600002,0.0224167354026,-0.000759906227468,0.0183296351278,0.008119075142,0.012486628127,0.00843656711435,-0.00552151738537,-0.0152185887315,0.00438877316584,-0.00307373909672
b1360,0.00619513687028,-0.0004424079693500001,-0.031850897237,-0.0119654256746,-0.0242387362759,-0.00427979650206,-0.00323032645177,-0.00849414040085,0.019445752924,-0.004349962367529999,-0.00393392450177,0.0018248259307,-0.0171527093588,-0.00248367696781,0.00561096739793,0.00171455966342,0.00567576769229,0.010575163876399998,0.0232478406384,0.0112854096557,0.0128059288021,-0.004598820068140001,0.00312984243722,-0.00206538107915,-0.00109238295425,-0.0173979112958,-0.007290648560989999,0.0026863595309000003,0.0042466518566600005,-0.008023361869270001,-0.009034652611290002,-0.0190049583666,-0.0205785429087,0.00191277264327,0.0138207544041,-0.0033141246415100004,-0.00228349645333,-0.0220928736037,-0.006643911774619999,-0.00629494171611,-0.0015042310628900007,0.000178265545876,-0.00949012740459,0.0121370998695,0.0251168830035,0.007741937960590002,-0.00740512171799,0.006811257274600001,-0.00541018797077,-0.0038706435794,-0.00960556963276,0.000524845903417,0.00824990246958,-0.0039121964843200005,-0.00707151876142,-0.0131736484854,0.00276930706981,-0.00535695944037,0.0125213240438,-0.0143038729849,-0.00362486220455,0.00146348362302,-8.05790761844e-05,-0.0215004212818,-0.014868243413200003,0.0217104102266,0.0015291478653399998,0.000156600475432,-0.00332877493586,0.0235629166044,-0.00807259495035,0.0016304940239,0.00130845729919,0.0090149060715,-0.0438196192738,-0.0245289619411,-0.0264553358845,0.00624494800069,0.0206761117128,-0.00911303153275,-0.0156246446009,-0.0165736549816,-0.016053595230299998,0.0129467939097,0.0132719006929,0.0164404963039,0.017337777396400002,-0.0167592025035,-0.0193067482727,-0.0127467045508,-0.0208541725254,-0.00742428611543
b1361,0.000252794229755,-0.0124995223266,-0.0170227885733,0.0125564839644,-0.0067958112073100005,-0.0156117351266,-0.00665756937341,-0.00530368679185,0.00010150338838200004,0.00625496357491,-0.00606493888066,-0.0123976236124,-0.00189181969939,-0.0134442791615,-0.000956610613554,0.0130723506083,0.0382068379872,-0.00215729433858,0.022842856905200003,0.00194525972709,-0.00742517439306,-0.011081061227,0.022910588743,0.0219213737178,-0.000895355883048,-0.00382258304539,-0.00179918536662,0.00700347924478,-0.0118667084415,0.00115070897579,-0.0061548447985,-0.0151466027238,0.000652488503031,0.0249373317025,0.0192331587456,-0.0159615451368,-0.00408850351216,-0.00194476843479,-0.00888159362723,-0.00383718900063,-0.0316600046882,0.0064249813196,0.0321253579882,-0.0169090927422,0.00728584712512,-0.00533554913003,0.00117676318659,0.00126990590773,0.00632095719854,0.00242773130165,-0.006495843281899999,-0.00562766417845,0.00855070313056,-0.005228013188609999,-0.0103341043026,0.0121456671294,0.00289126984093,0.0218178951964,-0.00546754386273,-0.004210323241320001,0.00654522922438,0.0102420723542,0.00308449727742,0.0117086379501,-0.0185144344503,0.0786537939133,0.00316923232391,-0.000642406055155,0.00566847074562,0.00789149745781,-0.000464844299873,0.0207638717378,0.0100906950959,0.0126192460765,0.0211135496623,-0.0102623837159,0.000856741201912,0.00540286133637,-5.6912566001e-06,-0.00520430472586,0.0193202245015,-0.0181381996693,-0.0324596040047,-0.026194497115000003,0.00299552365556,-0.00115161987056,-0.0105515495259,0.0134184870817,0.0049395321759300006,-0.00857457891244,-0.0308249543037,0.00915741671356
b1362,0.0264981805064,-0.0151935519502,-0.00268214033038,-0.0121562706703,0.007482064146989998,0.017992615937599998,0.011832688327600002,0.007386453771149998,0.0205174141253,-0.0136710946526,0.00111388588282,-0.007300221848539999,-0.0165571791433,-0.011064443544299998,-0.0123078022033,-0.00746701830558,0.024704774396,0.00723042017847,0.00664185211501,0.00980236816783,0.0147600701986,-0.00891476705258,0.0011154456965599998,0.0259980078886,0.00840656566483,-0.019262495815000003,0.0272431734989,-0.0331200506631,-0.00936942277854,-0.0161959363514,-0.006647012669619999,0.0401199315783,-0.004986815395140001,0.015701016744899998,-0.00318590131711,0.00172402572029,-0.00432092226962,0.0105292569555,0.00648773374388,-0.04799849819,-0.01867062478,-0.00654646873108,-0.0115563997545,-0.0028352833715100004,-0.0261194798,0.0127517163224,0.0208848250045,-0.0374684655795,0.0060483729773300006,-0.00170074348619,-0.029502391836900007,-0.0178180034461,0.00801983349529,-0.00306733578322,-0.004364197635229999,0.0253401718749,0.0259333225018,-0.0175519879898,0.00247234875327,0.0185137046633,-0.00245819348747,0.00018959925874,-0.0334193507178,0.00859749518135,0.00068569252051,-0.005569987261689999,-0.0133529444744,0.031248200755500007,-0.00240130838059,0.014823879316399996,-0.00144210572863,-0.00158323780524,-0.006434928861520001,0.0233961056956,0.00266474706733,0.0196004324202,-0.0360893410346,-0.0300338183113,-0.0136178340684,-0.0140278857388,0.026070868792500004,0.000956393055105,-0.029667855047400007,-0.0229928873023,0.0149470375657,-0.0006583467689800001,-0.014921819071200004,0.0374930057625,-0.00255234858035,-0.0152359599386,0.00321212801886,-0.0309245541801
b1363,-0.00339329980461,-0.000292665029946,0.0022380044144,0.0122597334105,0.00320921707478,0.00334927541935,0.0150121680437,-0.00368677598089,-0.00882514410346,0.0069177909810200005,0.008679097866709999,-0.00136158670984,0.00602933526264,-0.014807965457,0.00918209946487,-0.0138747402676,0.00580637658271,0.00667307482328,0.008268581360279999,-0.00164641215335,0.00926204917653,-0.00832917009517,0.0134600399826,-0.0090440739991,-0.0116768690783,0.00641651991162,-0.00305647219124,0.012409318028799998,-0.007185928572229998,0.00352323852796,-0.00429501649001,0.00346595365704,-5.82080701517e-05,0.00676585450898,0.00648000353597,-0.00709022444161,0.0077754700683,-0.00183717550301,-0.00510484920894,0.00151653670255,-0.00225284535258,-0.00735704471434,-0.014268700396200004,0.004176759940699999,0.0008677650186389999,0.00202291703928,-0.0074658377191,-0.009698838367469998,0.00978721368127,0.0014445366277600002,-0.00718355580022,-0.00909027806916,-0.005252478699319999,0.0056639942315,0.00656661126974,0.0111492531363,-0.00516517265048,-0.000133230842199,-0.00412212680307,-0.0009875746150680002,0.00210102594108,0.00369259916963,0.006967091465800001,0.00800065297059,-0.00702061670456,0.054615682593,-0.00915212640425,-0.004688088790350001,-0.0050107826510000005,-0.00186636407166,-0.0111137471624,-0.00337342814709,-0.00418697373679,0.00517725422134,-0.0157261953228,-0.0201156607196,0.0660096385983,-0.0109636316738,-0.00665441990471,0.0032488696290400004,0.00275478197558,0.00956330250385,0.017776760322,-0.00126237738272,-0.00475513254286,0.00142127692419,0.00967788273186,-0.00565722787913,0.007786491861520002,-0.00425736322964,0.00366791213633,-0.0161399179779
b1368,0.00964511564873,-0.00404897274897,0.000950457460267,0.0118331551443,0.05020910426030002,-0.00563561190524,-0.00857269436807,-0.00688452949079,-0.0143540574204,0.00593969825142,0.00877716448431,-0.00155326306182,-0.00446279052465,-0.00216891286939,-0.00117798059318,-0.00243904535287,0.025013305008200003,0.0104249499656,0.013176545983200002,0.00250500276916,-0.0166551210543,0.0046911357946800005,-0.00959678595968,0.00840653652142,0.00244588509,-0.00655673432518,0.0027797424103000005,-0.00600907849242,-0.00816688193187,-0.00696896855195,-0.00690230406954,-0.0013418787334300002,0.0104213591453,-7.92645586921e-05,0.0117199959174,-0.00630964965388,-0.000943747174102,-0.0152603980927,-0.00298476958012,-0.00151704509499,-0.0102399821885,0.003642955286090001,-0.00152086450795,-0.00187478220455,0.0114323641195,0.0102402076919,0.0066417591206300005,-0.013330438958299998,-0.0284736432694,-0.00817392707242,-0.00224701072714,-0.0112234519503,-0.00645059973902,-0.0181208286246,-0.00496414169717,-0.000602804507217,0.008324689691979999,0.00433535880149,0.016124363514,0.0047851885444,-0.00161838501108,0.000193068540547,-0.000280119860648,0.00070598555295,0.00456545003403,0.0467638596996,-0.00387121771764,-0.0122123857116,0.00753590899139,0.0154838105177,0.0126625932879,0.00325282103742,-0.00213031185847,0.00628415744765,0.00579461247391,-0.0138777026256,-0.000347367331385,-0.022161636469900003,-0.00687132394252,-0.00107650997176,0.00171523328296,-0.00362804469915,-0.026327616808700004,-0.0249055322149,0.000568769879921,-0.011483454728700002,-0.0102204400259,0.000657802789498,-0.00367342170555,0.034716686131800005,0.00879692507276,0.00636095307652
b1370,0.0131627644451,0.00314643542258,-0.008880701150450001,0.00615406617936,0.00722271532258,-0.0103627383254,-0.00130546189868,-0.000525363260681,0.00235947180522,-0.004853947533,-0.005230226183449999,0.016524058036400002,0.01246975177,-0.00275521860179,-0.0111368366543,-0.006848172261560001,-0.0168497729526,-0.00154790847156,0.00616428895988,-0.00822167498902,-0.0333804144651,0.0149771481888,-0.0148443054308,0.0127022097832,-0.00480026141191,0.0102498568835,-0.00310648962224,0.00336802500889,0.000938837455741,0.018628061878400003,0.00198166483073,-0.000136298091344,0.0022885320267600003,-0.004785031145979999,-0.00603962775906,0.004820214147729999,0.015706840497700002,-0.016095589995999998,-0.00163796323889,-0.0125067747025,-0.0102664892103,0.0196721490827,-0.0057120657194300005,-0.000974021239953,0.00378354133931,0.0218434564095,0.014370985706,0.012999395411200002,-0.0103880158072,-0.0111693394412,-0.004395134287850001,-0.00267667848682,0.00172232422116,0.0147643279825,0.00511443915507,-0.015452926165200003,0.0073117421684399985,0.0025645970602,0.00354656848122,0.0074020060396800015,0.0019835933511700003,-0.006163127027949999,-0.00149050137775,-0.0127110608996,0.00195838226619,-0.0137450762269,0.00843484330972,-0.00707753844371,0.006855587395659999,0.000954658652229,0.0081070276552,0.0154234201666,-0.0014149863622,-0.00402039799803,0.0324973065179,-0.007192907192810002,-0.00714102513577,0.0113544771551,0.0075282001090900014,-0.013260867973,0.0153087298398,0.00450465869755,-0.000399218947676,-0.00390373756695,-0.00923228300539,-0.015859683468,-0.0073857967832,0.007678962138850002,0.00835239874367,-0.0197653834255,0.0110282550025,-0.00232624443476
b1372,0.00227026544866,0.0006287347783580001,0.00150140837918,-0.00105597331688,0.000461398311679,0.00637602474751,0.0105116427745,-0.000282361831433,-0.00624610076487,-0.0023197144572,-0.00404224418178,-0.007151578053270002,-0.00160521948801,-0.00375941671862,0.00043608725046300015,0.00257296158049,0.00676674331053,-0.00133021859088,0.00393511382654,0.00329192223325,-0.00648107984458,-0.000205747314878,0.00117399521177,0.00941788820291,-0.00132023261242,0.004534901204020001,0.000391348273911,0.00425657748845,-0.000870773241022,0.0006879900550760003,-0.00564775026957,-0.00157295368597,-0.00651669980562,-0.00701280537969,0.00365952050336,-0.00753008430662,-0.0031459474746,0.00475783102104,-0.0135437825692,-0.008078870701369999,0.00564527206093,-0.00479432002643,-0.0036626276928,0.0106544852755,-0.000400359178997,0.00706936842742,0.0106865226932,-0.00688110927744,0.002911597528260001,-0.00388431597919,0.00922324489531,-0.00447825189024,-0.006360303248010001,-0.00576539401906,0.00163640948421,0.005812386625579999,-0.005187450358140001,0.000497621387535,-0.0047784580390900005,-0.00743893029192,-0.00694872998443,-0.00301983070023,0.00798951868607,0.000217295301938,0.00273168528903,0.0436705569103,-0.0005239696372769999,0.00124830489107,0.0013505342596199998,-0.005152070894140001,-0.00523821120275,0.00166358899282,-0.0118999896527,0.00179700331767,0.000872497420501,-0.007776384873479998,-0.000637627493175,0.00728194195435,-0.00187803231745,-0.0022624229487800004,0.014122674972899997,0.0207626720705,0.0022061679732,-0.010727845678999998,-0.0007001989333460003,0.00983913126725,-0.00409600077438,-0.0062245568533,-0.0175466996125,-0.0012547399341300005,-0.005375351902720001,-0.00362366390697
b1374,-0.0254047505238,-0.0023012696832,0.0108697328513,-0.0143178339411,-0.00118082471978,-0.00315337220585,-0.0077931620120200015,0.0004534134742980001,-0.00701427126891,-0.00115943831513,0.00675495156159,-0.00203525849037,-0.0026577999615100003,-0.0179548490614,0.00668009430479,0.0059125910511,0.00173504480272,-0.0007166284606950001,0.0196890514962,-0.000979474379167,-0.0241065950067,0.00758728408876,-0.00998957052612,-0.00080233856585,-0.0028811908191300004,0.010680322121600002,-0.0121787069151,0.014141916144299996,-0.014128581998,0.0168489302895,0.000300774524417,-0.009019994203,0.0067619816938400005,-0.0125634070481,0.0137274229508,0.016117517762,0.00471591283757,-0.00893665560002,-0.0133797603554,-0.00486092102588,0.0075859820287,0.00217109485146,0.00147888886111,0.00929967986007,0.00251305947125,-0.004278321034320001,-0.0226074890781,0.00216965353682,-0.017275442817,-0.011682018812,-0.00875071838015,0.00277829297463,0.00938110042361,0.000243589329969,0.004668854501149999,0.0105858798818,-0.0104769642574,0.014288625878000004,-0.00107931246869,-0.000251164163888,-0.00682066197494,-0.00260324241365,-0.005924613664590001,0.0029958719884,0.0015618254160699998,0.0117796750631,-0.00506619526105,0.015768284625,0.006811684460060001,-0.000548309680491,0.00107079201318,-0.00769895549735,0.016318674703,0.011167505069,-0.00853752680877,0.00579417462926,0.00203721705356,-0.0212247355174,-0.00247611209827,0.00431433719277,0.00559449959472,0.00942966667037,-0.0115881834875,-0.00826526153606,0.00478872997978,-0.00256674291149,0.0442693730363,-0.0214480743166,0.017669539505900004,0.0291025134094,-0.00597126282182,-0.00412543864044
b1375,0.024606123007900004,-0.0117356430186,-0.0194409509374,-0.016581315753899997,0.034967333355800004,-0.0040053021164900005,-0.00382367523124,-0.0123328769673,-0.00312108861024,0.00228532024636,0.00512959878618,-0.00990905266791,-0.00619842297323,0.00110975824013,0.019832203588,-0.0167437555996,0.00606743885301,0.0205133013991,-0.0185383561846,-0.00235639968445,0.0155240784351,-0.0060823573315800005,0.000970646127368,-0.00635201009986,-0.005903691662310001,0.0052695328953,0.005517342317829999,-0.0190961226899,0.0593977789318,0.0257889170009,-0.00559755432191,-0.00410736148956,-0.0125494773455,0.015872974215,-0.0028315109321100005,-0.00405206883321,0.0166256668724,0.044015588491,0.0479060263678,0.0116324179091,0.00987310369104,-0.0297652272965,0.00496596635128,0.00916468666178,-0.00308198734202,-0.014995108082600003,0.0232790195093,0.0117434862483,-0.00616225632879,-0.0119559960959,-0.0117050238463,0.0100238758854,0.000728663143178,-0.00814484708948,0.00168698435447,0.00800625511269,-0.0282942428215,-0.00191772422783,-0.0481926991144,-0.0158541446088,-0.00632413931582,0.00811080666084,0.0104872824451,-0.00252505565073,0.0306024892717,0.0101048949573,-0.0222805548541,0.00395217348828,-0.00106843245714,-0.015045529336299997,0.06529590913569999,-0.00729740352022,0.0367784920367,-0.008271990059579999,0.00213326495229,0.0257813212802,-0.006871584469109999,-0.0450028729831,0.00319471971437,-0.0024286050136700004,0.0431196040564,-0.026038480962200003,0.0275768744291,-0.00173749779374,-0.008403706479239999,0.0119470584121,0.0631318378041,0.00486975877709,-0.0285496420249,-0.00859288608626,-0.0149694146377,-0.00363821322655
b1376,0.00998036908193,-0.00310714720361,0.00631112144156,0.00432380212016,0.00423237252087,0.00333163616354,-0.00411889504399,0.00468062570911,-0.0180749059009,-0.011360560864299998,0.0207746206733,0.00456951470191,0.04737384213269999,0.00869366391195,0.00656166068171,0.00618988985758,-0.00497632096444,-0.00731346711638,0.006902488576189999,-0.007150654263770002,0.00532906697263,0.00440489360089,-0.00058009651917,0.0426742920752,0.0012557655654,-0.00996032869831,0.00964094716408,0.00897072341885,0.0211554230859,-0.00979678319114,0.00258444686559,0.00468057650591,-0.012253121042,0.0167466916221,-0.0324982569067,0.020947432707,0.004922684172630001,-0.00352908484223,0.0114447683381,-0.00931633707653,0.00133526122479,-0.0132119175706,0.0109887556492,-0.005585999523199999,-0.00289717724715,-0.00970582782572,-0.00320087883859,0.00914185622878,0.00482497822075,0.00920149100655,0.0103846179111,0.000832906164866,-0.017057612306999998,-0.00943869310769,-0.0008234254250160001,0.0007609296136260001,-0.004650790552,-0.00815239113869,0.0206061696816,0.0034551000678,-0.0170970013407,0.00324863413746,-0.0233180211269,-0.0429462294572,0.0074330060226000015,0.0971295580628,0.006700506453109999,0.00279450137856,-0.0122668802883,-0.00293031871283,-0.000818496979248,0.005783935717700001,-0.008127490593939999,0.00275336644635,-0.00275788823577,-0.00903154659126,0.00803480751608,-0.00386992524599,-0.0373556235448,0.0126874062469,-0.0114503545571,-0.0139281078073,0.007449579465449998,-0.0203088973138,-0.00643002711778,-0.00152918907209,-0.0492763972063,0.0351537326327,0.00205716827392,0.0369383192136,-0.00812811799888,-0.003146621348
b1377,0.000908770939448,0.00817901484258,0.0105927052494,0.000894770272715,0.00354522964953,0.011800216292,0.0250046920343,0.00544823023851,-0.00278745709361,0.00476054404547,-0.00024632319108400003,0.00307752943524,0.000586657423305,-0.0195435942592,0.0139542019359,-0.00118680837333,-0.00810519131047,0.00769260707608,0.0175892425972,-0.007831777256689999,0.00199369190423,-0.00356918817507,0.0115205975723,0.0103050527569,0.00333696224061,-0.00293497996318,0.00812245064059,-0.0160561679086,-0.0246410589915,-0.00477054490396,-0.00158864718113,-0.0078461882402,-0.00481456476987,-0.0148145822731,-0.0056167593573300005,-0.00437117527932,0.0177271248608,-0.00790152316177,0.0142057916647,-0.0124511107148,0.0074237390691800015,0.00417318270071,-0.0281298508451,0.012313466816,-0.0041210891066,0.0103854685183,0.0008246046774789999,-0.0108270738352,0.014885172474799997,-0.015517468297299997,0.014360231860799997,-0.0145975662714,0.034703062998599994,0.00209592965022,0.0184876543272,0.0050027555295,-0.00730296513274,1.24527569037e-05,0.0046835798070200005,-0.00745484421953,0.00788576293765,0.0154542591413,-0.00962041380129,0.0249751205803,0.00424518827248,0.054234164269,-0.00443539650932,0.017103042653700003,0.0130836534601,-0.00636683352124,-0.000617258643362,-0.0145113459246,-0.0298797421129,0.00348884148393,-0.0155069856476,0.00800521184554,-0.000137439838791,0.0186362531472,-0.00448827053895,-0.00716778340001,0.007785387686609998,0.00844830092328,0.016960220192,-0.017031932141200003,-0.005663031242,-0.00742074088707,0.00302986588801,0.00657806787669,-0.00822955944152,0.00414641662128,-0.0264158134138,0.000962330557009
b1378,-0.00093252522898,-0.0151980876025,-0.00829040305573,0.00761869861242,-0.0171882454388,-0.00040988703340400016,0.012379576023600002,0.025542915318800003,0.0201126676095,0.00799270334807,-0.028559046935099995,-0.00479799065495,-0.027272968623700003,-0.00851394153265,0.0058073582349600006,-0.0197578127363,0.005744827366049999,0.004522465317600001,0.0411634166477,0.00633188777695,-0.00858078231808,0.0073575627615600015,-0.00889249673871,0.0204813865763,-0.0107481064854,0.00754165599955,0.00202111638341,-0.013767048435,0.00410446207332,-0.00114983913048,-0.0105450111871,0.00781059928491,-0.00904082357888,-0.0020401967199,0.000139565846002,0.00824156445246,0.006609140075870001,-0.019484875126,-0.00224422407038,-0.00350535259333,0.0080252969207,0.02215916621,-0.00999345734037,0.00340394056888,-1.45742212603e-05,-0.0134426698797,-0.006721455026239999,-0.009736481301370002,0.0176120058873,0.0241080514268,0.0199616877197,0.014151206151,0.151872693906,-0.00392924787963,0.00884446342061,0.00957687422279,-0.006897367493829999,-0.0104523477136,-0.00421334606305,-0.007223086876819999,-0.0163930719942,0.00358941411016,-0.0053375431706400005,-0.000328006744857,0.00528724204373,0.100163705398,9.88153132862e-05,0.004713993768850001,0.00015129003634000002,0.008841196047280002,-0.005353971950109999,-0.005980913100899999,-0.0121880605863,0.00172720443204,-0.00993970148895,0.0438966040477,-0.00227079889629,-0.0138633644722,-0.013606543928200002,0.0183174565312,-0.00671172631881,-0.000772622946191,-0.00300165403968,0.0209840956663,-0.0173047168267,0.00812512955772,-0.0008402376331779999,0.0097711180232,0.014389607587700004,-0.00336846344298,-0.008877331173709998,-0.00390365241659
b1379,0.0060792688342900005,0.0152000139874,0.0156026913009,-0.00369403453122,0.006771400295270001,0.0216774703124,0.00451004705058,0.0040492861014,0.00875433343507,-0.00184604096667,-0.00644249338088,-0.00704193097492,-0.0183723362967,-0.00152477139937,0.0104290311941,-0.00422569870617,-0.0161656138653,0.0033738017183200003,-0.0176389019117,-0.008751766512110001,0.0105766587549,-0.00581677585945,-0.0048306538495,0.0174993687079,-0.000991744467419,-0.000326629905848,-0.0008979813814650002,-0.0033020192521900004,0.00644854353947,0.0132064704868,0.00244593662812,0.0177211262522,0.011351139705700002,0.00433810534645,0.0102523651301,0.000329694888472,-0.00237013524785,0.0183944943653,-0.00331181036539,-0.021304102370700004,0.0118020782959,-0.0180290403759,-0.00545573351255,0.00390690377585,-0.019435987041,-0.00589672506663,0.021208697528400003,0.0233098043083,-0.00262669593405,0.00464803722679,-0.004072356957670001,-0.014897137785399996,-0.00907344050433,-0.0232053563501,0.00976736137549,0.0129001378869,-0.00455200315152,-0.00835462655777,-0.014085612787600003,-0.0239845468391,-0.0222688190011,0.00752188837508,-0.0008097522654849999,0.00584544305576,-0.0147277617122,0.0757098825436,0.007746871927119999,0.00462659845466,0.009325044554,0.00640532450753,0.0032884607087,-0.017078260134,-0.00500721687212,0.00122201712307,0.0035050519129,0.01085761982,-0.013740788903999998,0.0119886574087,-0.0050820291422700005,-0.0007235738789299999,-0.00190696315738,0.0253306614563,0.00933645223604,-0.00979423502564,0.159057542135,0.00582715416326,-0.00972775008321,0.00340455096285,0.0160468241025,-0.0168151297855,0.0194654880066,-0.0976050311683
b1380,0.00330249747072,-0.0126406063869,0.0049556132816000005,-0.010403192529,-0.0150195120955,0.00364876341494,0.0022575738338800003,0.00982903978097,-0.00014359252431200002,-0.0216821820319,-0.0026191681889,0.005896474042859999,0.005346818276720001,0.0303838410341,0.00235768974588,0.0102712127249,0.000191004593961,-0.0144146425897,-0.00268792744719,-0.0034717929690100003,-0.00679777246842,0.00224050267453,-0.00224127491795,7.28717864351e-05,0.000940262090421,0.0119057303006,-0.004121057627389999,-0.00884742232099,0.00028969790553,-0.0269442883984,0.00230804428981,0.008772286826270001,-0.014254464210999997,0.0025108448512600003,0.00548106630257,-0.0347971255834,0.00553110680468,-0.000282640475598,-0.012882647557299998,-0.00360754358974,-0.00574725636288,0.0006950479622210001,0.0017990336524400005,-0.00482178474516,0.0020671203916,-0.00752182765961,0.0158833943047,0.119144566328,-0.0271892297528,0.004441052604229999,0.0469256936143,-0.0151203031948,0.0122892837662,-0.0241280221997,-0.0076475570868599985,0.0108705531027,-0.0141289972538,-0.0151488837944,-0.017514850826900002,-0.0016165921535,-0.0172682918766,-0.00265986587308,-0.015665878870700003,0.00782396680481,-0.00781421667624,0.0431768483404,-0.00222220704536,-0.00583682158925,-0.00448761653961,-0.0129714562567,-0.0179040450241,-0.017505505014400003,0.00328732974747,0.005364300926979999,-0.0021675610652,-0.0132304811728,-0.00999075317065,-0.00132712254235,0.0117242655038,-0.005868164923489999,0.012830822048200002,0.00943533795657,0.010419130662299998,-0.0215832279386,0.0245615261013,0.07042304573810003,-0.0294315175465,0.00550830523806,-0.00895719040675,0.0113856580422,-0.00123129489705,-0.23561636305
