,0,1,2,3,4
Cmss1,-0.00010651296797588799,-0.00043217749447855674,-0.0001245083147191343,-8.54679615868694e-05,-7.416378215876343e-05
Tbc1d23,-0.000302428291525098,-0.0003341637671251848,-9.109034372772263e-05,-4.137618823247744e-05,-5.5574909852465756e-05
Klhl22,-0.00013681139540484602,-0.0003235075247070859,-0.0001369548779111222,-7.449694183400868e-05,-8.58905780711951e-05
Nit2,-0.009634231351200107,0.0007931247049825063,0.0005923411951492685,0.001022938708055252,-0.00010475927498806736
Tomm70a,-0.002926158552205829,0.0008235635787396383,-0.0002810830974282919,0.000347166496684634,0.00033706270628911883
Tmem45a,-8.952221119942953e-05,-0.0004604459966906031,-0.00012968639671447069,-8.518312902864271e-05,-7.361187301284692e-05
Adgrg7,-4.5831808361386396e-05,-0.00046655548397261915,-0.00012876893427752527,-8.450664347983456e-05,-7.621710446786674e-05
Slc7a4,-6.009454762611604e-05,-0.0004566508594535113,-0.00013033015922894945,-8.287014797555123e-05,-7.406443360441416e-05
Tfg,-0.00029948642972540295,-4.910202989089819e-05,-9.52519077257819e-05,-0.00014184120456022268,-9.603300996118301e-05
P2rx6,-4.667226230971328e-05,-0.0004657401063316577,-0.00012888950116681422,-8.495302876801514e-05,-7.598947004771468e-05
Lrrc74b,-4.401939128606701e-05,-0.0004667521027459022,-0.00012860087670411513,-8.488298887567506e-05,-7.598458675424764e-05
Thap7,-0.00010746284369727901,-0.0003718738443547848,-0.00011490954871796465,-9.885524775004139e-05,-8.695586946429253e-05
Lztr1,-0.000144929179722479,-0.00018942471812890196,-0.00010661534764861211,-6.507159604468292e-05,-4.943371552536408e-05
Ncam2,3.913306718115021e-08,-0.00045211413717146585,-0.0001318523190235475,-8.37064209367534e-05,-7.236439159472838e-05
Aifm3,-0.000111935993984882,-0.0004362541304680496,-0.0001284195967551626,-8.759497108163091e-05,-7.476575789937596e-05
Snap29,6.354081930982637e-05,-0.00015557031288212424,-0.0001897418381657617,-8.194739612380479e-05,-4.839533871562976e-05
Serpind1,-0.0036556630279015265,0.005226891539419078,-0.0006067979730439444,0.0009906649549149122,-6.209278040143403e-05
Ccdc116,-4.46878635627873e-05,-0.00046625564955350305,-0.00012831003380784343,-8.512708636295855e-05,-7.586487441066259e-05
Sdf2l1,-0.00019954249464819494,-0.0002936010164131436,-9.996778814133201e-05,-8.94847383202385e-05,-9.311268145017396e-05
Dlg1,8.725139186851394e-05,0.0001359453040708162,-0.0001659295434487253,8.78655702596549e-05,-2.7100578282637655e-05
Ppil2,-0.00023142429332501403,-8.580503499167027e-05,-8.544738909902557e-05,-4.2911891493264684e-05,-9.128641878059781e-05
Senp5,-3.376028405916367e-05,-0.00017988320086951716,-0.00016410389289997582,1.691871350132535e-05,-6.028527322991373e-05
Ypel1,-6.066499715466241e-05,-0.0004612048744191655,-0.00012832826486598787,-8.414473661955158e-05,-7.65332756190688e-05
Ncbp2,-8.059776115000027e-05,-0.00031145890064307577,-0.00011488727413611824,-7.677744508556632e-05,-6.789494823907774e-05
Top3b,6.827451243865771e-05,-0.0002786012239357152,-4.013638435701745e-05,-5.412540670762918e-05,-9.167046449489861e-05
Meltf,-4.424513195302887e-05,-0.00046678953551100604,-0.00012869310085143434,-8.470030522295803e-05,-7.608881730619188e-05
Pak2,0.0002641742272874959,-4.771340032093385e-05,-0.00023384403577322223,-4.709582201876175e-05,-2.320795904370176e-06
Spag6l,-4.387808591406102e-05,-0.0004668108196115079,-0.00012867322110526872,-8.483699036301521e-05,-7.588314891069639e-05
Wdr53,-8.019688534448493e-05,-0.0004093746971338989,-0.00011960479774657376,-8.705777240213908e-05,-7.817040259618937e-05
Fgd4,0.000256956647278167,-0.00027295063387101323,-0.00015720238783359397,5.3352276242385886e-05,-4.012207632115347e-05
Dnm1l,0.00043254754868075494,-4.101578933999746e-05,-0.00010744866238999998,-1.4568490900802355e-05,-4.402708834914787e-05
Igsf11,-0.000286867086535828,-0.0001929383266621343,-0.00017904288353548989,-7.640591524350029e-05,-4.501620465079338e-05
Tnk2,3.364016509211243e-06,-0.00029219404925776753,-7.391396860906331e-05,-0.0001111830707726371,-9.317075501295884e-05
Yars2,-0.00028398216282911603,-0.00033693801484821197,-0.00011724842381814644,-4.89832779210845e-05,-7.873970864724343e-05
B4galt4,-4.196531522889776e-05,-0.0004470755740811616,-0.000129993187660804,-8.58161434070999e-05,-7.537267156582856e-05
Tfrc,0.000334347999600114,-0.0003520947936211253,-5.687599507274925e-05,2.8262760765257958e-05,2.4856200562164208e-05
Arhgap31,-0.00013454730900164396,-0.00030712528561021413,-0.00017807185817058288,-7.403289959411915e-05,-2.773116099730395e-05
Fyttd1,2.0573401840296282e-05,-0.00018660337784397684,-0.00011847847931109094,3.2633546154478045e-05,-3.632526335630385e-05
Lrch3,0.00013954507381656802,-0.00033406164826194545,-0.00012042279068165046,-3.599810299539219e-05,-5.2059763546106174e-05
Lmln,-4.351571500852197e-05,-0.0004429675339374304,-0.00013211558444263744,-8.236200249016016e-05,-7.620865454926815e-05
Popdc2,-4.5261794100825575e-05,-0.0004619956775240244,-0.00012982138102672427,-8.609292416984363e-05,-7.720297512763337e-05
Maats1,-4.316275079837999e-05,-0.0004666585046977899,-0.00012860462313646866,-8.491444052821304e-05,-7.583140885276172e-05
Osbpl11,0.00012203995763160299,-0.0002595516663574655,-0.00014235322247081007,-4.7209115086000884e-05,-5.8682866418412145e-05
Snx4,-0.00018870666614971898,-0.00015217699710940702,-0.00018203494772833843,-7.122452980687199e-05,-8.129541794652758e-05
Nr1i2,0.0002849245478894311,0.00025065193837172934,-2.738564761232565e-05,-0.00016165436834003396,6.405135654548269e-05
Zfp148,8.258911894569504e-05,-7.667023966648163e-05,-0.00016819533711322432,4.443725758777251e-05,1.1993655085639736e-05
Gsk3b,0.0004001271713547289,-2.74095830811396e-05,-0.00021640109869330287,-3.6764547911637856e-05,-1.964869479723077e-05
Umps,7.603649683221607e-06,-0.00010385598809176364,-0.00014840728278880602,-4.2732248002604804e-05,-3.2833677883819996e-05
Fstl1,-6.22820533403219e-05,-0.00039364938250399786,-0.00013238024312852228,-8.015280929841783e-05,-6.636279246536495e-05
Itgb5,-0.00029474277383183993,0.00038008782477788063,-0.00030831397507286864,-0.00018374011099989387,-7.707450226452577e-05
Cyp2ab1,-4.3755135902484027e-05,-0.0004661032133271494,-0.00012850489777986365,-8.511324402450154e-05,-7.604944626950963e-05
Ndufb4,-0.0018354788663709235,-0.0003564424936714726,0.00015983886599713033,0.00031553049281911745,-1.9372980674388155e-06
Hgd,-0.0021498973954931265,0.0051117256428317255,0.00013068795247940607,0.00017705309319233394,-0.00030606160663505805
Abcc5,-1.3710481413959584e-05,-0.000412778971011111,-0.00011456105047624446,-7.91088849100479e-05,-7.435009404385708e-05
Muc13,-4.385319146897265e-05,-0.00046646115578044935,-0.0001286927539830272,-8.491199292732887e-05,-7.594375990524316e-05
Rabl3,-2.365720609998926e-05,-0.0003395331998389333,-0.00012820795121386264,-8.13925738996415e-05,-7.846583108253905e-05
Gtf2e1,7.109891200186791e-05,-0.0003360822880255244,-0.00015431412293470917,-5.047442667530546e-05,-7.444050708950302e-05
Stxbp5l,-1.3669567177545438e-05,-0.00046475266475741196,-0.00012826703649266265,-8.290356250774321e-05,-7.50545936932807e-05
Hcls1,3.3676327384923086e-05,-0.00035242093466929724,-0.0001453791479452798,-0.00010951520278272266,-8.406242811419776e-05
Ccdc14,-2.7301788909395037e-05,-0.0004570690637799142,-0.00012350803900351012,-8.007886765024609e-05,-7.635477643338218e-05
Mylk,0.0010199356959775339,0.0006036310122746254,0.00018338568735239394,-0.0001338884591561644,9.371001194861809e-05
Iqcb1,3.884354924376705e-05,-0.00042937352619024734,-0.00011418377092835252,-6.788186992371443e-05,-7.93996940502456e-05
Eaf2,-4.828046115085231e-05,-0.0004605650752344121,-0.00012779034026650607,-8.436275729120329e-05,-7.777903445622165e-05
Adcy5,-9.901965352433784e-05,-0.0004323446551488939,-0.00013795872806963432,-8.12746840308947e-05,-7.256906216936089e-05
Ap2m1,-0.0003253911079851269,0.0008977216851455963,2.8552176443927632e-05,-0.00022702904250962986,-0.00012025550018022533
Ece2,-4.832059052734364e-05,-0.00046445787490329883,-0.00012966976136959696,-8.56889831630922e-05,-7.644460803695763e-05
Clcn2,1.0782681408535348e-05,1.9564030247216924e-06,-8.281504655780558e-05,-0.00010966971468620618,-5.150665310615787e-05
Pdia5,-1.8643397578994454e-05,-7.531067352873999e-06,-9.563441523025098e-05,-9.940767428758248e-05,-7.763179345789303e-05
Thpo,-0.00017027996090143298,-0.0003548448613387779,-5.4057241279836674e-05,-0.00011817215456678767,-0.00010796634035499896
Slc49a4,-0.00013881459920337893,-0.00020416353030030211,-0.000137589571752,-3.7422447983681626e-05,-3.871087866152777e-05
Hspbap1,-2.059850439010951e-05,-0.00044582198109024133,-0.00012397722004398078,-7.82578241022331e-05,-7.782874129506136e-05
Ehhadh,-0.0014128926032953946,0.00314759695066993,-0.0007334274024036375,0.0004931084064755422,0.0003986605925040916
Senp2,7.810627576312815e-05,-0.00022173008344614643,-0.00012757284429849598,-6.417771432837058e-05,-3.8591706606851634e-05
Tmem41a,-6.40717323784153e-05,-0.00040414253650718283,-0.0001343980541118768,-0.00010016533143361725,-7.950453511755762e-05
Tra2b,-8.929824019603709e-05,-5.8810169447603675e-05,-4.877561515748564e-05,-1.7677907808599208e-05,-5.4736714234371833e-05
Chodl,-4.4087353968364236e-05,-0.00046606421657089905,-0.0001289574534370495,-8.505650752970679e-05,-7.623259632482329e-05
Dgkg,-4.126238167113056e-05,-0.0004655742946349194,-0.00012889231528752626,-8.47433453151737e-05,-7.600512807360488e-05
Btg3,-1.984439222860342e-05,-0.00044117614408768367,-0.00012572575949716056,-8.515904481636185e-05,-7.279746891936124e-05
D16Ertd472e,0.00014024634064115391,-0.00036761215050614034,-0.00014074618015480302,-8.33343321476683e-05,-4.764263201807286e-05
Cxadr,0.0014002957108609207,0.00018788647348992325,-0.00020192012908856462,0.00021278281370671237,-6.508512992863433e-05
Usp25,0.0002636735400139381,-4.166923988217035e-05,-0.00023648473840522625,-8.239240084162524e-05,-1.567335823722649e-05
Ahsg,-0.0022772014333501986,0.08546434039598363,-0.004814493409018146,-0.004114602248473353,0.0036444772282287585
Fetub,-0.0010150074670776151,0.003062967425907944,0.0008898909381423951,-0.0010444662251994667,-0.00046321113845395473
Kng1,0.01367620383955838,0.02203502085247279,0.002697198761801105,0.0016866817547196067,0.0007247731400260779
Samsn1,-4.589362125939221e-05,-0.00045226437943218794,-0.00013065325809556567,-8.683532071788726e-05,-7.561410589908567e-05
Hrg,-0.016320054173753682,0.012073749670897742,-0.000837582330275403,-0.0007819507820921124,-0.0012133374698343614
Adipoq,-6.255874145994077e-05,-0.0004449179177133879,-0.00013803337075205964,-9.183364424501259e-05,-8.213456195993182e-05
Rfc4,-6.025403697493627e-05,-0.00045098565254509694,-0.00012098518093502427,-7.502288898949041e-05,-7.43274209189227e-05
Robo1,0.00034598211227908994,-0.00032363142426632135,-0.00015970766155039496,-0.00011448727571060619,-5.8884245581565e-05
Eif4a2,-0.0012807739422513555,0.001599645368822261,0.0003226000681329636,0.0004776892265841755,-2.5743523340377647e-05
St6gal1,-0.0019035211724161046,0.001208551369322504,-0.0005930030990683769,-0.00012938899385196378,-5.7721831436709423e-05
Masp1,0.00033442987501043907,0.0017090872223371708,-0.0005196414975562737,7.893053093087106e-05,0.0002466864653277452
Mrpl39,-0.000172537590569502,-0.00016433986944151114,-0.00011490794916883537,-9.086856346751275e-05,-8.662879719914038e-05
Atp5j,-0.0017929506990460732,0.0006057175508216799,0.0007191214887271262,0.0001335023303566834,-2.687837026561419e-05
App,-0.0011765807240736684,0.0005436140148306363,-0.00044262372381323543,-0.00019113152611192373,1.7947435450393306e-05
Adamts1,0.0002990289609709941,-0.0003368074946518516,-0.00017196611561754441,-6.013311270965419e-05,-1.0562865779604294e-05
Adamts5,-4.14867218138425e-05,-0.0004368746902495112,-0.00013105638449802123,-7.941804483357532e-05,-6.895870404843186e-05
Ets2,0.000172790147384669,-0.0001482015250067212,-0.0001885841341282111,-8.248935551660315e-05,-2.9424206189296673e-05
Dyrk1a,6.596507274186109e-07,-0.00016328034424988288,-0.00017288616493941317,-4.817815539140028e-05,-7.495967115699986e-05
Vps26c,-0.00018024827581797598,-0.00026833115465276565,-0.00015439904185689392,-3.3950487576198395e-05,-9.072203811961704e-05
Slc15a2,0.000133195562313999,-0.00046331559759724947,-7.624414578995201e-05,-8.089627986355858e-05,-7.134967644335498e-05
Ildr1,-4.274497615698409e-05,-0.00046506924284902824,-0.00012823798063298783,-8.53072874381411e-05,-7.541813689368354e-05
Cd86,2.5178646314613653e-05,-0.0004407758958266857,-0.00012402721366906359,-7.866679892310455e-05,-6.896178454998308e-05
Kpna1,0.000277841468786298,-2.138347939170919e-05,-0.00022837797255022323,-5.470580447602014e-06,1.718028201240221e-05
Parp9,-0.00011025644854896598,0.00017708552333173437,-0.0002182795638507939,2.8265044582450315e-05,4.4496561932519285e-06
Arl13b,-4.668665539732061e-05,-0.0003857022350105517,-0.0001139141350543717,-7.061399027672469e-05,-8.099195117820778e-05
Pros1,0.0006741387161161388,7.94306315090065e-05,-0.0002295261871116435,5.410315039958074e-06,1.7775257797096524e-05
Psmg1,-0.00018421351952393697,-0.00031602526595736366,-9.78141956928153e-05,-8.23723762489018e-05,-7.027914777538814e-05
Brwd1,0.001242149352340163,-0.00010094259541020571,-6.408002823151306e-05,9.669903680811033e-05,9.859525692110927e-05
Fam3b,-4.415525381345301e-05,-0.0004667983007985212,-0.00012863111469603436,-8.47181294763e-05,-7.604941901711556e-05
Pigp,-0.0004230717516425751,-0.00036424677895570824,-3.1443620445747897e-05,-3.591654208131449e-05,-5.506479307725486e-05
Ripply3,-6.427289278055033e-05,-0.00044765236243275047,-0.00013254875069383033,-8.580131144170776e-05,-7.724474529197785e-05
Chaf1b,-3.844882407702134e-05,-0.0004529960164722252,-0.00012868759075252827,-8.694898711520768e-05,-7.389386270645344e-05
Dop1b,0.0003887537435269392,-8.057132426976336e-05,-0.00017365510904910312,-0.00010618413523558934,-3.267122307618109e-05
Cbr3,-5.662155934832464e-05,-0.0004576335504175474,-0.00012926751516164134,-8.542624458619738e-05,-7.576057650344715e-05
Setd4,-0.0005983401061200797,-0.00041047907661816445,-6.984664616208882e-05,-6.208730802031888e-05,-3.435550230896109e-05
Clic6,-4.3868519553361346e-05,-0.00046609015756314727,-0.00012883543231621014,-8.527423647901517e-05,-7.540240493915416e-05
Rcan1,0.000655146813693135,-0.0001620241975534788,-0.00019547308859620296,-0.00011158572287313042,-4.4261227638399276e-05
Runx1,-2.8855901125079474e-05,-0.0004490880928980736,-0.0001327660878637152,-8.589547320565224e-05,-7.454294746158943e-05
Atp5o,-0.0022210403369144326,0.00069504172775705,0.0006426410605305202,0.0002506150994821031,-0.00010857857032897802
Itsn1,-0.00015124845619682897,-0.00010943087567922725,-0.00014897128971201208,-7.773147926774487e-05,-9.092941469572315e-05
Donson,-2.5661129104825186e-05,-0.00044643485780423455,-0.00011924275370739997,-8.369878971719088e-05,-7.027743060060185e-05
Son,0.0033353951432890244,0.0012974453668429104,0.0007111699580967031,0.00023099082278719074,8.634529687960825e-05
Gart,-1.7496189756836418e-06,-0.00014370832773367978,-0.00016029102763845358,-4.0602023658251724e-05,-2.99097510101133e-05
Tmem50b,-2.69303437210717e-05,-0.0003882291826401435,-0.0001358972003973626,-0.00010182030369353919,-7.33908024909994e-05
Ifngr2,-0.000182898096077322,-0.0002523646819619375,-0.0001708983491868293,-0.00010695077137476591,-5.926061297452108e-05
Ifnar1,-0.00013818951782119598,-5.4757850455260974e-05,-0.00020010614279574346,-2.2341021011226005e-05,-3.549598571737282e-05
Il10rb,-5.3889056511419064e-05,-0.0003375881360513797,-0.00013416410381114646,-0.00010444767309439379,-8.549002231505755e-05
Ifnar2,-0.00011104910781503999,4.694576256745789e-05,-3.9003385440410904e-05,-0.00010336916966623708,-9.435329472473918e-05
Cfap298,-0.00011033887833870598,-0.00037868004353132107,-0.00011568696652343739,-8.82023559338296e-05,-8.109486408668662e-05
Synj1,7.511244118822505e-05,-0.0003278897165966991,-0.00013313254176849698,-6.42869090719606e-05,-5.6646668031912325e-05
Paxbp1,0.00022942315156119914,-0.0003496846859072807,1.9618355881669322e-05,-6.904714234373197e-05,-6.302926167241061e-05
Mis18a,-7.256132198045319e-05,-0.00044385807615606967,-0.00012395901061394344,-7.992472516008323e-05,-7.509097881455883e-05
Sod1,-0.0013481416366460121,0.0060159105475213505,0.0021176260285184945,-0.0012297716734478465,-0.0006789238884047499
Scaf4,-8.851677908556965e-05,-0.00024755440426799303,-8.739118897437107e-05,-0.0001249542521341041,-0.00010164331886914526
Zfp641,-2.4115094303743212e-05,-0.00046136239161544617,-0.0001228769332251899,-8.53599634445958e-05,-7.478135851164545e-05
Kansl2,-3.739690188991032e-05,-0.00025330302432561116,-0.00010074283459026255,-7.476917480298548e-05,-7.333001790235481e-05
X4930415O20Rik,-4.381886870932533e-05,-0.00046677373823881093,-0.00012863652817884854,-8.485067485263648e-05,-7.596412233808646e-05
Adcy6,-2.417723196700447e-05,-0.00018753619564372719,-9.220411590725377e-05,-0.0001444312139129351,-1.762324463943682e-05
Enah,-5.764100172865094e-05,-0.0004359107609991041,-0.00013858637094524447,-9.44261881635971e-05,-7.857853898862385e-05
Wnt10b,-4.4108837290400274e-05,-0.0004667087930086294,-0.0001286796719208606,-8.476161226200609e-05,-7.610013915964158e-05
Lmbr1l,3.370583940206892e-05,-0.00039009036736061616,-5.5917443886959883e-05,-9.030714841793486e-05,-7.736682320489922e-05
Dhh,-4.708357612775421e-05,-0.00046290826406588894,-0.00012955765406640909,-8.572646834452244e-05,-7.553894549534346e-05
Tuba1b,-0.00031927587880169385,0.0003090059730589323,-0.00022466378887758573,-0.00014600620964870097,-0.00016208119344539792
Prpf40b,4.305833621946628e-06,-0.0003803405641611283,-2.0400319181020096e-05,-9.464646957461994e-05,-8.320103263828779e-05
Fmnl3,-7.950172096622605e-05,-0.00040324501093870306,-0.0001391679845228485,-8.680866707554594e-05,-6.70951159186285e-05
Nckap5l,-5.660466840970608e-05,-0.00044469562822023034,-0.00012965350942158174,-9.174345570696621e-05,-7.731971894895391e-05
Tmbim6,0.000529220039973834,0.01618996108707897,-0.002957517053826278,-0.0034266644805686355,-0.0008145093815936336
Faim2,-5.78858957034952e-05,-0.0004567330633392636,-0.00013332473016104237,-8.877018957209342e-05,-7.853494360638414e-05
Racgap1,3.338518234222898e-05,-0.00044720492490046544,-0.00013125525039454035,-8.327741134260329e-05,-7.235518094445958e-05
Asic1,-4.4401875812555065e-05,-0.0004663955073599474,-0.00012885921081090098,-8.488109476241188e-05,-7.607325350538284e-05
Smarcd1,-9.356449725791532e-05,-0.0003860716316361778,-0.00011472845870712223,-9.7309844090866e-05,-9.072944104850416e-05
Gpd1,0.0012764587924738256,0.0021841267550388823,-0.0005903828596905506,-0.0004696335061506661,-8.173852047264653e-05
Cox14,-0.0003206726652619601,-0.00033861204495626366,-2.0658790837697115e-05,-4.85461465249967e-05,-9.239278646083652e-05
Cers5,-4.654503424320373e-05,-0.00043250748810785746,-0.0001321733947133515,-8.430342506902567e-05,-7.389590970719035e-05
Lima1,-0.000255298569649133,0.00029384344994925354,-0.00030101615506904135,-7.774542082599908e-05,-8.538296816630367e-06
Larp4,0.0007743608564318527,0.00014334028111969495,-0.00024207529053641214,0.00013223638888646916,0.000182347421238259
Dip2b,7.6748406268374e-05,-0.0003399541514964273,-0.0001644619335300202,-5.45728416208132e-05,-3.098992368160481e-05
Atf1,-0.00016416500931665503,-0.00016857002122169906,-0.00018460547606130205,-0.00011026430790940824,-9.909651403188035e-05
Slc11a2,-7.446633212632876e-05,-0.00028492290070876154,-9.872676672139096e-05,-4.931434095684817e-05,-9.563446744802878e-05
Cela1,-0.0009488312705905962,-0.0003447113019922152,-6.30593210044506e-05,-7.8172353231268e-06,-8.38334758034569e-05
Slc4a8,-5.1692087780747487e-05,-0.00045479926049479694,-0.0001302955435519758,-8.452945808624984e-05,-7.215288205435377e-05
Scn8a,-3.075787059516787e-05,-0.00046594935265659095,-0.00012376244952226164,-8.442870586183204e-05,-7.562460193960425e-05
Nr4a1,-0.0006259920254917912,-4.011249578939034e-05,-0.00027879094335694953,-0.00022378665629340725,-0.00019003779495329684
Pcdhgc4,-0.00012220977896676598,-0.0003962209656424503,-0.00011834440769956164,-0.00011467310951571237,-9.2011920418681e-05
Krt7,-5.471650618166265e-05,-0.0004612876856375384,-0.00012839002752910208,-8.63188893444941e-05,-7.498752260631614e-05
Krt6b,-4.397899954289941e-05,-0.0004665355151911071,-0.00012880218619722825,-8.494930177905029e-05,-7.607179749939971e-05
Krt18,-0.000501314286077932,0.0006466118607790262,0.0004463777858789698,-5.7808059826474794e-05,-0.00021127900028697894
Csad,5.184696948020187e-05,-0.00023072371411060106,-0.00012097104540889288,-0.00015471458263242264,7.162966722908881e-05
Soat2,-0.00023689360347470395,-0.00022181890993748987,2.6047619262279503e-05,-5.3339780735202466e-05,-6.999205504401655e-05
Igfbp6,-9.67391127486078e-05,-0.00044798431521428714,-0.00013570952117395252,-8.933345712826641e-05,-7.947856102111059e-05
Amhr2,-4.940345610992668e-05,-0.0004634224610228101,-0.0001286554868992798,-8.532390987958432e-05,-7.657447183579268e-05
Prr13,-0.00025380469631740494,-0.0001699247309084263,-6.875987376840948e-05,-0.00017713430304179388,-0.00013487305677957793
Map3k12,-5.567308298442839e-05,-0.00045285823135018586,-0.0001261917798638485,-8.65135503255529e-05,-7.523632888944966e-05
Tarbp2,-7.980794647706072e-05,-0.0003620293595362688,-9.519420876361353e-05,-8.70925283943394e-05,-7.836892234583687e-05
Npff,-3.307974662778549e-05,-0.00046041413114875155,-0.00011293961681594139,-8.826375882351382e-05,-7.62859150258422e-05
Calcoco1,-0.000278664008401193,-8.182751203454762e-05,-0.00013785441581420804,-0.00015015801502526183,-0.0001007342333613697
Fabp2,-0.006642204103493361,0.0002892158948399333,-1.9228315679736308e-05,0.0002831576729201356,0.0003183192880377348
Sncg,-4.520830689685364e-05,-0.0004637356817859717,-0.00012918787462399092,-8.550322404779698e-05,-7.690064965984301e-05
Rttn,-5.559359809837437e-06,-0.00044905481647251704,-0.00012417442355153638,-6.564042138485002e-05,-6.997771503749271e-05
Cdkn1a,0.0002830983246944889,-0.000414111370918094,-2.8906467679178767e-05,-0.00010386960636568523,-5.8992226968890846e-05
Nus1,-3.5117241849628734e-06,7.885546850376445e-05,-0.00020397997104390617,-0.00013848831266274954,-3.725250680117158e-05
Rgn,-0.009665430944373905,0.011579556984435685,0.0007281479826751396,0.0024954293157142286,0.0006914727988325272
Cep89,-5.163665746316778e-05,-0.000412781738102088,-0.00012514245537071316,-9.131786212506893e-05,-8.118262684822668e-05
Slc10a2,0.000553996790158025,-0.00034058531577895563,-0.00013710600231447976,-5.2045749788123625e-05,-1.4452060570216775e-05
Mospd1,-5.9670542189188365e-05,-0.0003780757659672881,-0.00012219313809512525,-7.071730217310568e-05,-7.231717200045119e-05
Akirin1,-0.00011107662523702302,-0.00020011420989359086,-0.00016968593363958482,-3.065887300177565e-05,-3.246660377284477e-05
Cxcl13,-5.0928606988365655e-05,-0.00045684191419619817,-0.00012983692740091922,-8.869395810429497e-05,-7.653615682227183e-05
Gtf2ird1,-7.623157292569066e-05,-0.00031439172490742924,-0.00011465445493299491,-6.540320879849771e-05,-0.0001074098031914021
Lrrc71,-4.305067776160634e-05,-0.00046635974244072436,-0.00012762885875131818,-8.501123869608876e-05,-7.541742838671277e-05
Noct,0.0016711465820744228,0.0005105602743784422,-0.0001318370863627354,-0.0003350786300015816,0.00012149047261521583
Abcc1,6.426603194483099e-05,-0.0004217246307453527,-0.00014099314210434542,-8.181543666516697e-05,-7.00068307783197e-05
Ndufa5,-0.00027977683106219706,-0.00014191631270995048,0.00021269366324589692,-2.765612344213571e-05,-6.41528218420522e-05
Fhl1,-0.00019112119055081603,-0.00025471671932943233,-0.00019023684889192625,-0.00013444140813014747,-0.00010870557878127372
Msrb2,-0.00023239222961753914,-0.0003736023655222089,-0.00011527741628968992,-6.491294063117254e-05,-7.271311790632365e-05
Rfc2,-0.00020895052757391886,-0.00030910103607577273,-0.00011198063489421715,-8.503875809345297e-05,-7.240550188236613e-05
Denr,-0.00023213555117041398,-0.00018203653071054244,-4.560096174402882e-05,-0.00011923268278828042,-9.274922145925511e-05
Prmt5,2.043979231920037e-05,-0.0003330657765477858,-0.00012284427551281917,-9.88995931042049e-05,-7.806560232853459e-05
Sympk,0.00018783749986358002,0.00023926762677053433,-0.0001887822006727576,-0.0001711777002682959,-8.620571434653001e-05
Sult1c2,-0.000311427576130327,-0.0003392228665125031,-0.00013915284925066057,-6.526228909818518e-05,-6.257632131776014e-05
Gzma,-0.00012004761447144794,-0.00045629526012374254,-0.00012050560374388988,-6.721920754415949e-05,-7.879346747949663e-05
Nagpa,-0.00010050999586511233,-0.0003202197680444848,-0.00014899047469680194,-0.00010605858601358349,-7.772102130922234e-05
Get1,-8.735317824442115e-05,-0.0004269792552190212,-0.0001314106452575172,-8.063634318088996e-05,-6.924022210787617e-05
Ivns1abp,0.001862836190649832,0.0005631233489328968,-0.00016687384780760906,-0.00017203284929534433,0.0002680464211749914
Lrrc69,-4.394241337254291e-05,-0.0004665540881525262,-0.00012862470212725156,-8.493272067061614e-05,-7.554655861905521e-05
Tmem52,-4.780668760836537e-05,-0.000461311995169089,-0.0001308882201273021,-8.68367022146929e-05,-7.739027918456249e-05
Rpp14,-0.00014601177182117504,-0.0003373171993483889,-0.0001402420076132586,-5.551715657924307e-05,-5.690198097529656e-05
Slc38a1,-7.993102644187554e-06,-0.0004379895169338557,-0.00013495334409735962,-8.881856848921224e-05,-7.454712813510511e-05
Gps2,-0.00011818518156943597,-0.000355581264113105,-5.136117723963252e-05,-0.00012495914882730409,-9.985057271390035e-05
Bsg,-0.0027246428885528812,0.0026428766342282794,0.00035614438317950394,-0.00041332768334270714,-0.00019039451803477884
Cpn2,-0.00031564386622237004,0.0036335201937622735,-0.0012011911425927745,-0.0002503504286622196,4.519424604220064e-05
Vwa5a,2.127403748804828e-05,-0.00012582647828219399,-0.00020618018548415753,4.1202035603773086e-05,-3.999880230526041e-05
P3h3,-0.000137794260388346,-0.0004223844138548496,-0.00012861180147085457,-7.941562465954223e-05,-7.094024770249141e-05
Il15ra,-0.000187161548131604,-0.0002030671110856242,7.825445491757904e-06,-9.602993700531544e-05,-3.441724303712753e-05
Epb42,-4.384003941367918e-05,-0.00046694494459630705,-0.0001266277419521414,-8.478593080060441e-05,-7.53932190226392e-05
Serping1,-0.005678964280596003,0.006828832446316058,-0.0008704259079657966,-0.0010201164153183042,-0.0007070269026466485
Serinc2,-0.00011738952458698503,-0.0004156202523927517,-0.00013686300858111814,-9.37070966704107e-05,-8.280472343338962e-05
Ccl25,7.331688207551506e-05,-0.00043818968722650526,-0.00010155801274736416,-7.237316113513942e-05,-6.882589213611764e-05
Scg5,-5.455155387478288e-05,-0.00046263408418661245,-0.0001305359619019717,-8.618973240569577e-05,-7.664913476622374e-05
Kcnk5,0.0006902741446843663,4.781258893111271e-05,-0.00023682226263016973,-0.00011485981247808747,4.01683054505072e-05
Parp3,-6.456436786820493e-05,-0.00022571948325635657,-4.971571570533783e-05,-0.0001065429124794454,-0.00010427858369910841
Slc26a6,1.599714192411901e-05,-0.0004523964703157009,-0.00011959256209960914,-7.952093421900466e-05,-7.788715536896366e-05
Acy1,-0.00032826199433831,-8.653339593554541e-05,-4.7796283287635084e-05,-8.998301795473787e-05,-5.1510340917614505e-05
