,S_mean_std,A_mean_std,count,L2_norm
0,0.009466030570784423,331049.61817716504,100,
1,0.009466030570784423,99927.41371771626,100,
2,0.009466030570784418,234312.91464995168,99,
3,0.009466030570784411,114175.09126464823,99,
4,0.009466030570784408,1013727.7372542523,100,
5,0.00946603057078442,223279.67931661825,98,
6,0.00946603057078441,112813.13605509348,93,
7,0.0094660305707844,207720.08891595635,83,
8,0.009466030570784404,276860.3353598655,60,
9,0.009466030570784392,571614.9004535935,53,
