gene,0,1,2,3,4,5,6,7,8,9
Srebf1,-0.002639986663887638,-0.007285675740599272,0.0048292756800267225,0.011941955582372469,0.0011195753142564518,0.04043199769586232,-0.008005156600788843,-0.01052588743743667,0.015184349096786794,-0.012980965044352696
Tom1l1,-8.580238981327518e-05,-0.000133378283319808,-0.00035455631443431226,-0.0002656166106658343,-0.00016284795628421396,-0.0006283475529675441,-0.0008899697050921272,-0.0004481967857106914,-0.00041038379635372,-0.0007337973901491775
Cox11,-0.00021924025836636302,-4.3532822912712286e-05,-0.00019597317137808336,-4.989783102047886e-05,-0.00010315529744235397,-0.00043439573272670414,-0.000814867498087994,-0.0008513422350447339,-0.0010525598520511033,-0.0007678315387775375
Stxbp4,-0.00020564731814663406,-6.304045028462753e-05,0.0001523353616678423,-0.00016341531600666876,-0.00014270664506356304,-0.00030449082386656344,-0.0011157907843248453,-0.0005218689285131465,-0.0009669215375110916,-0.0009194234013080378
Bzw2,-0.00012416142803788697,-0.0002142696762512211,0.00020372182425701464,9.7193694435528e-06,-0.000114392205458326,-0.0002521489995090328,-0.0010397379145579578,-0.0006477514775180986,-0.000865649504756182,-0.0010408627104886096
Elac2,-0.000139608933932162,-0.00022988784360097598,0.00012460705211340397,-0.000671903577289398,-0.00015793044973090405,-6.295158153011265e-05,-0.001224953156360999,-0.000978946493184841,-9.369686349449614e-05,-0.0008085303664417864
Pctp,0.0009469572454059245,-0.000394511176064524,0.0007037175151163214,0.0001698725356778692,0.0002553942952859129,-0.0019213003598750416,-0.0006000683630618097,0.009941151028753268,0.00099571059782929,-0.0009256155414131472
Polr1f,-0.00019727494479320994,4.6628240539837494e-05,2.256724192227251e-05,-0.000263382108798801,-0.00012722699780726797,-0.0007668025738424068,-8.37023030794569e-05,-0.00037787481440978803,-0.001452266865746825,-0.00036924197933911406
Atxn7l1,-0.00023726211177642502,-0.00010590416492755347,-5.685972485978376e-06,-0.000657971987691885,-0.00012241430894316104,-0.00033285430847235096,-0.0009492269382987139,-0.00034583616812345247,-0.00066922002413895,-0.0010143394360310263
Sypl,-0.00030703756304660714,-0.00033972847768189493,-0.00045295973486284057,0.0009237010941414589,0.000135891153953081,-0.00013297286067434335,-0.0013700778381601616,0.0006387088882855798,-0.0002562936451211188,-0.00047802809359679435
Pdia6,-0.0007524830151772961,-0.0018596002926850193,-0.0005828757659437728,-0.0070951905416948785,0.00036119613734219403,-0.004096077692958457,0.0013870779224010661,-0.007987611209570354,0.00121112578921867,0.004485731141243331
Nampt,0.0014097555113473943,0.0006584750037114101,0.005386618775130438,0.023914003775039654,0.0005402606399080213,0.0006047408878619181,-0.0031129897014044784,-0.0024265056012851153,-0.0023918727204808843,-0.0020183419012658388
Nbas,-0.00015346823578867206,-1.176776407941648e-05,-0.0002673274039004293,-0.0014076724556794668,-0.00027655601596191903,0.0002882546055164682,-0.0009109088703795306,-2.5529019352408228e-05,-0.0010159783999268998,0.0011578399294598681
Tspan13,-0.00011853413016951399,-9.481585911431317e-05,0.00011903731371278317,-0.00017321955677250306,-0.000147300432120747,-0.0004803705635274561,-0.0011389265939797672,-0.0006231268851076228,-0.0008961855758541814,-0.0009945076686996225
Rock2,2.0803499260069793e-05,-0.00012927049192219201,-8.246276976483961e-05,0.00016506684480411076,-0.00013162985838867904,-0.0007942366954417286,-0.000913663256507684,0.0006749777580133096,-0.0009288659603803202,0.0005909585435249963
Laptm4a,0.000536916654904491,0.000521618719312048,-0.0012741791439285076,0.002343286238352437,0.0005670768987166141,-0.0002880101653506959,0.0004159288678618079,-0.002228783745184227,0.0008391176857387267,-8.832844590771413e-05
Cyria,-6.493891055628949e-05,1.0805416546569556e-05,8.24203882435936e-05,-0.00024785049722090603,-0.000141891493534085,-0.0005146440126746337,-0.0012468460401921344,-0.0002793593751124669,-0.0009061126416227317,-0.0006818348326624621
Snx13,-6.451060822129867e-05,-0.0002269042936396099,0.0003526680810264849,-3.334428293048026e-05,5.059153532508552e-06,-0.0003970874177418551,-0.0011819733712194228,0.0004118995488579006,-0.0012647689363903597,0.00042407269921367925
Sdc1,-0.0018380240655991554,0.0006199043903974639,-0.0041397795289853006,-0.0008903381182877815,0.0015231527682579434,0.013034861692921005,-0.007093950289190649,-0.0019442560753134067,0.006735266243072205,-0.00019691106862275123
Lpin1,0.006230445572058407,-0.0014667860549519378,0.014675642738059307,0.04212321716976994,-6.655533640301035e-05,0.014713037572877721,0.001017688340760483,0.03978063683064407,-0.004874816188390825,-0.0035595983412785304
Pum2,0.00029587782975978806,0.00011671096415192006,-0.0004414667960235757,-0.0016586604500358846,-0.00016229556703489703,-0.001302248616294668,-8.361665806932171e-05,0.001245974667953144,-0.0007330989439819211,0.0017328942791761848
Trib2,-7.097601999309287e-05,-5.850649635734959e-05,0.00015145203918694546,1.0204843243664333e-05,-0.000170823949617398,-0.0005230401972586376,-0.0010933561645201633,-0.0005225148818999923,-0.0009069004584245284,-0.0008759271223485886
Arsg,-7.772443522425907e-05,-0.00011830382237113699,0.00020859944536376365,-0.0014260415627450572,-0.00015759099611346394,-0.0006322563521631063,-0.0007353887829385227,-0.0019190978263272497,-0.0008538813994481947,-0.00042103475119207776
Hs1bp3,-5.4680662546380984e-05,-8.632552803011196e-05,1.7854652790585004e-05,-0.0009757403146882579,-0.000159586332005244,-0.0005301559587754683,-0.0011612731061763644,-0.0007102388425499548,-0.00041706324108055847,-0.0009089611565410583
Lratd1,-0.00015664908991536898,-6.622242508362836e-05,0.0001382146763062963,-0.00044649973864537565,-0.00015675508579989091,-0.00035612777450883876,-0.0011724329182399068,-0.0005176257613450834,-0.0008959811419861736,-0.0009227985668326995
Smc6,-0.000168797948450979,-0.00028861840407849515,-0.00018529466188980386,-0.0007199691100790857,-0.00011998582485766198,-0.000718537106997445,-0.0005685883902350416,-0.0005448685684350269,-0.0009101706066866732,0.000129045113991268
Apob,-0.01518560583436065,-0.07392298639049973,0.14050752381818782,-0.015475518850627309,-0.007009852367637519,0.13551719410428417,-0.008271817023089954,0.17145705026669367,-0.182709722514608,0.6206575560169313
Amz2,-5.3418831613635135e-05,-2.6648111798573213e-05,-7.021096391077144e-05,-0.00032619088342705646,-0.000136161207130708,-0.0005872502910925295,-0.0008799637311266064,-0.0006979116287822074,-0.0007312883050049814,-0.0007615696063040149
Gna13,0.00017105199748571802,-0.00016232597736916905,-4.678235007111194e-06,-0.0011702901315278214,-0.00022429191308577908,-0.00029945395278028987,-0.001370588992848906,0.0007043630632651963,-0.00029917515267023956,0.0005878562848724019
Prkar1a,0.00031703610005498505,7.350333438808315e-05,-0.0005433719378727673,-0.0038551100629244895,8.470385827944364e-05,-1.5513809133010063e-05,-0.001535167890050547,-0.0016481194655468836,0.0028705232632966365,-7.166498134452738e-05
Fam20a,-0.00020643708644492602,0.0001959519663072489,-0.00030825324497570517,-0.0011690670976062468,-0.00011912901851106402,-0.0011202633231765723,-0.0004891272861047036,6.415776162794587e-05,-0.0002000934143451699,-0.0006824931212867717
Abca8b,0.0008741135045114511,-0.0007332012056045336,-0.00025818017178196425,-0.01183467576041055,-0.0006806460113504367,-0.0016834501094867486,0.0013807849400384773,0.0014353221047066142,-8.540002898908169e-05,0.004046654978123079
Rdh14,-9.443969878584057e-05,7.292701442477878e-05,9.32901708174949e-05,-0.000271890846649511,-0.00016854298295381701,-0.0004777330630117949,-0.000531155906456551,-0.0010395324693298672,-0.0008457371415824803,-0.0006747232600599547
Map2k6,-0.0003022919754913129,-0.00018182102493766704,8.529053284917648e-05,0.001095649512990419,-8.583741174340178e-05,2.7124982458088614e-05,-0.0011960175014351666,-0.0004955675601439729,-0.0008811798076554998,-0.001104580843763764
Trappc12,-0.0002732659166289001,-0.0003759445962310818,-7.232899276603721e-05,-0.0008284728509040514,-0.00017556445964267404,-6.049868611025441e-05,-0.0010348565903251679,-0.0011061745174225767,-0.00030522004086005333,-0.0002973404422621425
Adi1,0.00015448861653654503,-0.00012530167045989935,-0.0005021176706688703,0.0001891691079353111,0.00015199984733633098,-0.0014289862147095986,-0.0009571584523781893,0.005107125421197871,0.003151945295316279,-0.001707495457436886
Rnaseh1,-0.00014198296026829993,-0.00012200819762754396,0.00015858507018227879,-0.0002541866883324585,-0.00016532811243302205,-0.00036631487490692443,-0.0010141991546873002,-0.000641962999603505,-0.000866572600247712,-0.0009740557608837811
Ubxn2a,-0.00012103464108512201,-0.00020519841818256098,0.00045921148443925727,0.00037825517751143115,-4.850957430917511e-05,0.00016717286755438027,-0.0014599576894528913,-0.0004532521304090459,-0.0007648689305063734,-0.000550351113174566
Cmpk2,-0.00018183413119567002,0.00017816824641569295,-0.00014358599379075596,-0.000735523388969408,-0.00014027190911377794,-0.0005711642908346612,-0.0012522011550726905,0.00015124466577304488,-0.0008283575741172033,-0.0005391864716107489
Itsn2,-5.158728925346384e-05,-0.0006015806960222981,-0.00010616403694121161,-0.0011051488946670382,-0.00035555531868054194,-0.0007183426104801672,0.000615339927524284,0.001612924881869071,-0.0008347961755038585,0.000767621881012881
Rsad2,-0.000187728236278159,0.0007057796101418611,-0.0002381170483039,-0.0009920958957467282,-0.000123419768380961,-0.001175220030119458,-0.0008818640377203133,0.0015526168228607866,-0.0010484155585660762,-0.00015386245210711265
Rnf144a,-0.000121674138360993,0.00022602074466913404,0.0001306830257636849,-0.0006069067015969102,-6.245878490015761e-05,-0.00029391253501165197,-0.0013480839084759216,-0.0004835936638024398,-0.0009362980844724468,-0.001001575591112562
Id2,-0.0006495165097413001,-0.001363357584560013,-0.00029143651703379973,-0.006383964007937841,-8.613945504770543e-05,0.002189959007199174,0.0023749010127155517,7.61990634908427e-05,0.0009781240466534497,-0.0014413902226115016
Ncoa1,-0.0002961061676059051,-0.00020419747651508502,0.0001750778657662508,-0.0006955837860906585,-0.00016893376295862205,-8.205808853539753e-05,-0.0009150339397095186,0.0001408759568261709,-0.0004995297628126801,-0.0005255193264615283
Dus4l,-0.000151092110758228,-8.331871584119795e-05,0.00012859948707188827,-0.00018458832216199493,-0.00015960010194286396,-0.00039708158456348977,-0.0009887553353151335,-0.0005383288976218804,-0.0009390438601658137,-0.0009419350883825414
Rrm2,0.00018631215260607104,-1.034071723187257e-05,0.0003707698725852274,0.0003702181476963819,-0.00010542050947055201,-0.00017561684847351922,-0.0010975142659176102,0.0003470646024585738,-0.0012539812067782251,-0.0009676833330617284
Bcap29,-0.000215708835233158,0.00013332191057238599,4.665926782289957e-05,-0.00016852889565912806,-8.344055113801229e-05,-0.00041898401813163786,-0.00118040393534983,-0.0006500248310379454,-0.0008875278294524768,-0.000834103090210364
Cenpo,-0.000126786505156303,-7.227484452668691e-05,0.00010389218325256132,-0.0002806439926653273,-0.00016440539282053,-0.00047175995343324076,-0.0010458386109318569,-0.00040734279194189346,-0.0009528020772308948,-0.0008588116361486941
Klf11,-0.00010587201744232583,-0.0002702912581566649,5.245106876897929e-05,-0.0010012792965477563,-0.000128785946364462,-0.0013180228902407978,-0.0009702140680980741,0.0005287329458156737,-0.0008734473630846167,-0.000477472161523617
Adcy3,-0.000129370383355538,6.836091047376526e-05,0.00014107316846099772,-0.0001553245916952391,-0.000141552185344555,-0.0004796641433053493,-0.0012477514200919762,-0.0006885041750860345,-0.000910064149480767,-0.0009467691778180944
Cbll1,-0.00017264331798312192,-9.12905436740327e-05,-4.784114143893327e-06,-0.0001586931874492547,-0.00013378244764506402,-0.0005560812284626255,-0.001112973934617442,-0.0003637747778704334,-0.0007363171398757185,-0.0008831819979320547
Dnmt3a,0.00014061932616633103,-0.0005832667903190728,9.82922904465472e-06,-0.0019437459358322303,-0.0004098962077782919,-0.0011869000458102877,-0.00015192380531545697,0.0006808308133971894,-0.00042127008512614833,0.00011414968760938254
Dld,-0.0004833016276313331,-5.0665267983632054e-05,-0.0020303861010047665,-0.0007921576068426032,0.00041824839976368296,0.001883715131463402,-0.00021571823018647315,-0.005824927682094635,0.00010538714873598123,0.0012451037861363529
Kif3c,-0.00016486081297667203,9.045015361645096e-05,0.00013629794189042952,-0.00019084450594452845,-0.000125127713562135,-0.00032815259503682446,-0.0013091594988041421,-0.0006460568558951418,-0.0008706522723704367,-0.001019704148255785
Sh3yl1,-0.00011779173455026604,-4.046357993483624e-05,-4.090004153804635e-05,-0.0006579638128962111,-0.0001869694101780661,-0.0006301885334620529,-0.0009142943041947655,-0.000664239227351639,-0.000687795206180625,-0.0007617316342480738
Rab10,9.877000153049242e-06,8.976282882533699e-05,-0.000704499401209609,-0.00013329873299983909,0.000220596716013114,0.00026039252105670817,-0.0020052197088944925,0.00038070166155887875,0.0015987499789855799,-0.0006435246299482445
Sntg2,-0.000202983892548427,8.33820262177624e-05,-0.00022085842672520418,-2.679840527698303e-05,-0.00013762146706347705,-0.0004552059734794942,-0.0010547204777522244,-0.0012024753488810206,-0.0009752122912272353,-0.0006194985065270936
Pxdn,0.00030614982208528805,0.00010768475327332546,-6.558753751762291e-06,-0.00029808324875855237,-0.00019183561377945403,-0.0012484403864906357,-0.0012311787924654744,7.045280068165379e-05,-0.0008127661498565118,-0.00012453974564566702
Ddx52,-0.00021390272557484305,-0.00023298349774488706,8.771507730425011e-05,-0.0010555314478674133,-0.00015070431165522402,-0.00019489551622612857,-0.0007410410504356495,-0.0004288063669458474,-0.0008599031072915749,-0.000512760705541096
Hnf1b,-0.00025898899809725196,-0.00010671252406336632,9.337399742691748e-05,-0.0009100980642030173,-7.405272918100802e-05,-0.0003645761082120887,-0.0008606849677244115,-0.0005652486241149999,-0.0005851367426266113,-0.0012592797061314717
Taf15,-0.00025110243704142395,-0.00020500458343087,-0.0003052928030209879,-0.0005344452493126628,-1.3748855333088561e-05,-0.0006508872827898224,0.00023383906172125575,-2.9989676384753867e-05,0.0003858608654927741,-0.001985826583184715
Ace,-0.000113786953382416,-2.707656656555195e-05,7.056401117204161e-05,-0.00014237970787605607,-0.00014106923809803203,-0.0004670615964974857,-0.001201523083905656,-0.0005683228857750662,-0.0008684636444300067,-0.0009840353286581529
Cdc27,-0.000126252258141,-8.750818048687791e-05,1.3167203384919838e-05,-1.775372171653862e-05,-0.00010106629315370495,-2.165705708887088e-05,-0.0011633137217490297,-0.0004084549013350843,-0.0008988039537342665,-0.00011313984408956258
Itgb3,-3.333336976932494e-05,-4.1043540364035364e-05,0.00046563098271845747,0.0005975102184154193,-0.00016843232457269006,-0.0004858919199822948,-0.0011535288363673948,-0.00034886272149315897,-0.0009957361286933736,-0.0008632561166961848
Mettl2,-0.00012178482150022196,-0.00014293191850511596,0.00011434402975681027,-0.0003084920555139142,-0.00016862258523918405,-0.00034247731191464206,-0.0008244441939048407,-0.0007726486591425818,-0.0009066276077735781,-0.0008240265830414377
Nle1,-0.00015624635519687102,-8.306765019618016e-05,0.00015410019143725614,-0.00011887716610702147,-0.00016325319956175596,-0.0003968973131449,-0.0009888214190521064,-0.0005585706900475018,-0.000917633827712495,-0.0010203799904829132
Tlk2,-0.00023249044001382582,-0.000363755248019397,3.6505088741154714e-05,-0.0006331978185466243,-0.00010121390541472302,-0.00016994743683919063,-0.000979918532789266,0.00014586783938916103,-0.0006007787561992165,-0.000523393378671396
Mrc2,-9.290857452939796e-05,1.4226869906560893e-05,0.00016882254080034497,-0.00010688553232371545,-0.000141763447379624,-0.00039934683225368466,-0.0012203010007852666,-0.0006924327378878813,-0.0009326286344681233,-0.0009959101714630322
Rffl,-2.7894204682401322e-05,-0.00029474616567588406,7.908382993032283e-05,-0.001046044393977339,-0.0002364614392827229,-0.0005276160113432244,-0.0005477857531376,-6.0304623216980115e-05,-0.000517844504653995,-0.0005233314721090319
Lig3,-0.00022198711002072193,-0.0002664689693089209,0.0002672441644009697,-0.0007664319571201518,-0.00016564165526502397,4.116877263576115e-05,-0.0010538464653740854,-0.0004375725920289422,-0.0004966160912159231,-0.0005364712362188736
Map3k3,-7.915690285200846e-06,-0.000183295748706254,0.00014968799616318421,-0.0005109811389006495,-0.00019485678834846803,-0.0004903310674655968,-0.0009301261126575057,-0.00014601716838596633,-0.0007353354388744115,-0.0004926755209779962
Tmem132e,-0.00011243064551561707,-4.1203216569812205e-05,0.00015273371055658772,-1.6203422930842729e-09,-0.00016619934520213092,-0.00046288623957782527,-0.0011624252296201804,-0.0005598905436056384,-0.0008887618136473029,-0.0009060119158533661
Ddx42,-0.000111882957036107,-0.000493143129699127,0.00016598557453198886,-0.0009487057560751979,-0.0002293217861782591,4.32982751677308e-05,-0.0004752126006742451,-0.00043989803311281,-1.7842221460028938e-05,-0.0004297685952019508
Ftsj3,-5.358576888852456e-05,-0.0006000183938626623,0.0006737325062178187,0.0011970918334677817,-0.00021524413536809994,0.0003831874826257229,-0.0008454972350836451,-5.075690199315877e-05,-6.176214655633942e-05,-0.0011146963078522002
Rnf135,-0.00013620786972810099,-8.383844174583238e-05,9.432982767603344e-06,7.92418860930098e-05,-0.000160438473108434,-0.00045543352591499785,-0.000900289687755711,-0.0006377913352953276,-0.0007931022254830115,-0.0008259002760639377
Psmc5,-0.000201145663068561,-0.000165107723236495,0.0004840060406245999,-0.001334174516004947,-6.690134238835625e-05,0.0005696257416704644,0.00035623703108456344,-0.0007086924469926516,-0.0002714117525950265,-0.001122056442209681
Adap2,-0.0005380527324866442,-0.00019208841539813896,0.0005371146631266403,0.0014220006734045668,-0.000109291053855821,0.0006179963638018122,-0.0014570079885058984,0.0003931335676799322,-0.0005914736188680832,-0.000771290617949072
Ern1,-7.391908606953322e-05,-0.00018483999240753908,-0.00042498819138829595,-0.00291735389004565,-0.00041088488665317105,-0.0010056563206642152,-0.0001559334239081435,0.004346654555055023,0.0001604840959421223,0.0016380108391948738
Nf1,0.0004106633570795618,-0.00015492541673934904,0.0005282354984918948,-0.0018147877912379935,-0.00043570830870154716,-0.000743392058124144,-0.0005428883579822333,0.00215920680577897,-0.0014316790944544232,0.0023129825177293562
Pecam1,0.00013436175737062595,6.880015793034933e-05,-8.56011730583349e-05,5.569439176420272e-05,9.620255996570055e-06,-0.0006404227838381561,-0.0016066229162804361,-0.0008014210576039206,-0.00059857413805385,-0.000754741614819885
Polg2,-0.00019301606206725602,-0.000201922648487053,4.976264082023153e-05,-7.890118750331364e-05,-0.00018945277263636396,-0.00029387637402781733,-0.000822206390069817,-0.0004391613842078851,-0.0008192727821091881,-0.0009296529355856828
Ddx5,-0.003342687800837772,-0.011862665344133909,-0.0001705789669478601,0.006319327251729029,5.8503074229979204e-05,0.003730593952008876,0.018775677721685792,0.015744397009841316,-0.00022260340158621002,0.0023151954131995487
Psmd12,-0.00011849526590205699,1.1365122853031427e-05,0.00028613669287291815,-0.0009724821007398601,-6.878596690785978e-05,0.0008178410277395123,-6.637801580067271e-05,-0.001968234568238998,-0.00032083864794338926,-0.0003668416302584322
Helz,-0.00013413469866496798,-0.0004544973701100317,0.0001347948656199746,-0.0004404792276260365,-0.00021240250782970794,-0.0007094846944883803,-0.0006649703582901076,0.0005346174200902157,-0.0005725682576080882,-0.00028536488448857106
Slc9a3r1,-0.001083461556152975,-0.0012839144156523248,-0.000943806068885229,0.006569558061570905,0.00048530757305631695,0.00487059880014278,-0.003906342634906966,0.0003075966570813942,0.0072591915935980005,-0.005075714063240386
Nt5c,-0.0001828293299420491,-0.00015457341229882404,0.0002059549503313596,-0.00047460872886054923,-0.00018857131295805493,-0.00010478443559052814,-0.0003837345285556136,-0.0012498382853036157,-0.000725279877995325,-0.0010019708616356207
Jpt1,-6.841807048584804e-05,-1.9049235522158772e-05,6.010247039161516e-05,-0.0005121931501905679,-0.00013301483116432805,-0.0004428279604191458,-0.0010207921993794606,-0.0005979108754894267,-0.0007562647808185149,-0.0009178459677798113
Sumo2,0.00014338286996322296,2.0769053650319587e-05,7.051573044599851e-05,0.0002876358529098547,6.629806590576775e-05,-0.000342061663137597,-0.00029635986564564403,-0.0008391634703620424,-0.00024192286896930064,-0.001372237451960987
Nup85,-6.92587768049156e-05,-0.000171450707089143,1.6916751099640365e-05,-0.0007560510885436595,-0.000173935830814209,-0.0003110347012449573,-0.0005893309387421791,-0.0005542884743025674,-0.0008507050229743699,-0.0006811954232539753
Gga3,-0.00021655232853194108,-0.0003237292854434222,0.0001366842095632314,-0.0003591009774996396,-0.00018933218978028102,-0.0005389629315046855,-0.00044708725714633454,-2.8230690630143676e-05,-0.0009128282928343098,-0.0009468474608359281
Cluh,-0.0030354104040520896,-0.0036338249885105385,0.0009135560913007517,-0.018070201576308297,2.2179543719115127e-05,0.010982063544452879,0.0009928944937285917,-0.0009619623443210601,0.005493709354172366,0.0035779958776998785
Mif4gd,-0.000316874550924702,5.429632087786393e-05,4.0406223570848005e-05,-0.001110856014511251,6.536730780133803e-06,0.0007697556679984816,-7.259132195818082e-05,-1.7555951926757672e-05,-0.00051962037960144,-0.0012931552183983808
Slc25a19,-0.00010884503306821398,-0.00020389018341132197,0.00012147997912007586,8.20979660360261e-05,-0.00016342586347923503,-0.0003443862825608784,-0.0008673443727571536,-0.00014977540256034982,-0.0006347431464475214,-0.0011073463255957604
Pafah1b1,0.00010808521283210444,-0.00024696205536989404,-0.000980926318285609,-0.0018543318144871807,-0.00010655829447389001,-0.0005439661664161681,-0.0012930001019690993,0.0008504686135923033,0.00046260240240768053,0.0017947202811776197
Tmem94,-0.000166125187713912,-0.00021529661000318598,-0.0005878979230529494,-0.00122108619723901,2.411887255607602e-06,-0.00034680582205514504,-0.001818905632024773,-0.0010780658445888264,0.0010732386443851516,-0.0008862273434728058
Recql5,-0.0002813969226453169,-0.000232947179699658,0.00021254807591378796,-0.00040993992966837457,-0.000171773372424629,-0.0002973578715156929,-0.0005117153844392326,0.0001821504006830772,-0.0008535960930592999,-0.0008821262044954265
Sap30bp,-0.00016271314757127506,-0.00014816630174311205,0.00012586359482282986,-0.00043893388359674045,-0.000154233545149434,-0.0003435969577233804,-0.0008700240031174552,-0.0005743738339647615,-0.0006503429288725168,-0.0008638516915241753
Galk1,-9.247813470441932e-05,-0.0006662614430168481,0.0005662234452603638,0.0013530758595965094,-0.00027517207029162095,0.00014515544733800486,-0.00047543246239497677,-0.0014763212922172132,4.3610567423083737e-05,-0.0011354396373853435
Unk,-0.00017684699658995694,-0.00030070681999933013,0.00014032099848825398,-0.0003803183128006698,-0.00018068238963201897,-0.0005069729462369193,-0.0005932422216494411,-0.00020954584786624797,-0.0007530302446391182,-0.0010290869929566098
Trim47,-0.00012453168803482992,-5.45949296804547e-05,0.00014491238463470893,-1.5795774270472495e-05,-0.00015239779161656597,-0.0005435019000375938,-0.001048369295483631,-0.00048215128174992146,-0.0009535295717041919,-0.0009262368899782586
Aspa,-0.00023290211743711206,-9.908847091307324e-05,-0.00028760511119256137,0.0007010068950261314,-8.375653295648033e-05,-0.000862112923499305,-0.0009993953886106416,-0.0004328039761098954,-0.0010196551136897965,-0.0005727887584278981
Mrpl38,-0.00023266512138733902,-0.00022566051978966097,0.00013821094408520817,-0.0008423681397907689,-5.710977685483902e-05,-0.0003872419201336676,-0.0001526503641281605,-0.0013417368895395482,0.0003122127776689596,-0.0014446313306615756
Fbf1,-0.00015325767093950202,-0.0002860423374817129,-8.633508038883705e-06,-0.00011098662638701398,-0.00021419452653386603,-0.0008818489645849308,-0.0006668266335137118,4.477638062279102e-05,-0.0006449398363977683,-0.0008094465439951263
Acox1,0.01057269387986975,-0.016416709439669736,0.007884649515135251,0.023357962864024976,-0.0005835811301569759,0.0031782404152959813,-0.014768605095303197,0.13164397888657844,0.045096099786328524,0.017672644813024087
Srp68,-0.000178193036173036,-0.0006357053018838338,-1.4047609191553366e-05,-0.0011956691646286654,1.3420094001688181e-05,0.00018290736213924944,-0.0013570086470904368,-0.0008869519833528883,0.0006584239333948346,-0.0013227933086852471
Tsen54,-0.00015835107741336596,-6.822585703338169e-05,0.00017046534313199782,-0.0003118982698411152,-0.00015398859871856299,-0.00030983127898466517,-0.0009643527828252389,-0.0006961489671507816,-0.0009128939165086263,-0.0009812734424895755
Llgl2,-0.000444147031076657,-0.0002941707331733151,3.0995838493266604e-05,-0.0022175459028496683,-4.637704677652864e-05,0.0007624815855855819,-0.0009729592441103381,-0.0008357447322393191,-0.0002657567493302481,-0.0009924580106940527
Ncbp3,-0.00016858896108803094,-0.00023143723092270804,0.00019398568738842443,-0.0005921640841027111,-0.00018031504677598598,3.67294687222607e-06,-0.0010395428900619125,-0.0004149854028094988,-0.0006865671068042302,-0.0005948486147964341
Atp2a3,-0.00011518731874390594,-9.26852026504053e-05,4.972322946774442e-05,-0.00028964666123949194,-0.00017645850088204404,-0.00047780565701409,-0.0010740883543179302,-0.0005912059817992021,-0.0007831863972044052,-0.0009323378433797846
Ankfy1,0.00010946254895895397,-0.00014652634145335302,-0.000107151986489793,-0.0005883709306250721,-0.0002547473192383709,-0.00042444619373929607,-0.0012358898315479687,0.0007737841560737454,-0.0003360974918501506,0.001004363210196449
Exoc7,-0.00011779220468734298,-0.00025316744090801506,-2.6046977520476152e-05,-0.0006683607498792393,-0.00017102005022792997,-0.00022729957123894474,-0.0008467721884925451,-0.0010627440118781844,-3.749173923256143e-05,-0.0006872874518501057
Ube2g1,-0.0002899600808671021,-2.1701416043656162e-05,-0.0005614157332296987,0.0007428703597963717,-6.372204063936283e-06,-0.0008703348243855642,-0.0004001664099028635,-0.00042858083591726024,-0.00041077112217286513,-0.00017452766719377617
Med31,-0.00013205097783402402,-2.7929661564865877e-05,9.571611574358556e-05,-0.00014585653116541336,-0.00014993326073214997,-0.0005310664367764725,-0.0008514866326823947,-0.0006895304030467745,-0.0011101308361350884,-0.0008863042416601883
Ube2o,-0.000155904833234225,-8.023792988900028e-05,0.00016790043701148897,-0.000439336391626596,-0.000151814508860789,-0.0002640318352913959,-0.0010738504905976288,-0.0005025519208234731,-0.0006426472044080229,-0.0008721174564322131
Txndc17,-0.00022765293941059798,0.00021918900078552,-0.0001865655738348022,0.000501883828723889,2.996286154077463e-05,-0.0004961079852473787,0.0012334682736346025,-0.001113182139419058,-0.0017614664683133015,-0.0006508534174349037
Rhbdf2,-0.00018576285225059102,-0.00013819822504473607,3.654323104947266e-05,-0.0002380613564659959,-0.000104353072914005,-0.00029592307141579084,-0.0010172352564773296,-0.0002566754632490817,-0.0007681369140655749,-0.0010352124290936486
Cygb,-9.487342312242411e-05,-0.00011748482509741304,0.00018451978424053803,8.53784391663383e-05,-0.00014106203841012397,-0.0005178631574218346,-0.0011354481586436356,-0.000890558088166525,-0.0005837049275164251,-0.0010705980016180038
Mxra7,-0.00011753449685645401,4.544917849424429e-05,8.929232333316055e-05,-0.00018931271152891624,-0.00012491317753896797,-0.0004147648818736836,-0.0012709201921319785,-0.0005370656821422333,-0.0008335249032662701,-0.001026840709902032
Rabep1,4.219062839923023e-05,-0.00035556205772466307,-4.582045749373695e-05,-0.002619790416004324,-0.000117543524642094,0.0003882913550430399,-0.0005353042810123624,0.0004485075203921715,-0.0007821782586257598,0.0008481461740353811
Mfsd11,-0.000144842502584629,-0.0002418097051126779,9.266562304585697e-05,-0.00017116251458030804,-0.00015873268506746898,-0.0005353948868101069,-0.0005778157584798955,-8.195178169650584e-05,-0.0009278141940776381,-0.000851385011994034
Kif1c,-0.0006618557659829382,-0.0009129451482946458,9.351120552298334e-05,-0.007150539653882549,0.00054902753325525,0.003572445295041554,-0.004638789420068681,-0.0043019118690089475,0.00818981289743722,-0.000654593325076978
Sec14l1,-0.00016602020533804107,0.00014025644354420801,9.122818903154957e-05,9.581614827655231e-05,-4.0506859649549375e-05,-0.00012197815623262358,-0.0016431021549479156,-0.0007659256445502386,-0.00047027266503480065,-0.0010738882544866495
Mink1,-0.00031208251197639806,-0.0011096471886911706,5.743408949686553e-05,-0.0017429715762012658,-0.00014153346826432193,-0.0008058849722607614,0.000524430644824129,0.0001123279522235317,0.0006352597190033099,-0.0010789717418919324
