gene,0,1,2,3,4,5,6,7,8,9
Hk2,-0.00014676799950257702,-5.610126503756793e-05,-3.385542501237579e-05,-0.00046413790747046557,-6.48453292710232e-05,-0.00039888009574852576,-0.0014101038795827346,-0.0004753635900248653,-0.0007672310303911967,-0.001052510151727802
Myo18a,0.0002313217754614799,-0.001457562842116629,0.0011937032333767326,-0.00030002751684914174,-0.0005946061422612576,-0.002679631086628135,-0.0005661786108385476,0.0016873836882785192,0.002904700672579331,0.001035173947361643
Haao,0.002425374259601587,-0.0007073151124624884,-0.004962669320502072,-0.0110952677818309,-0.000265689504060355,0.008507014871782664,0.012503021095677896,-0.006601465214061017,0.009074186652228339,-0.0022581741851680397
Cd52,-0.00019038788720146505,-0.00012697016794863597,8.598875696320513e-05,-0.0003920354545798707,-0.00014737852436681707,-0.0006667048388414929,-0.0006184178839306031,-2.890924260347116e-05,-0.0009117858946825451,-0.001008394390548298
Abhd15,-0.00012366572110938197,-0.0002058908349695901,-0.00013097241499506076,0.003032495462701796,-0.00022375293706910294,0.00017079575462623946,-0.0015916854861701703,0.0007064715258466267,-0.0002384826291163788,-8.368354890221392e-06
Loxl3,-0.000113533009077954,-5.069797551213323e-05,0.00016713555295068535,-0.00012222712701961882,-0.00015779143847854702,-0.0004458464813126766,-0.001104332749773312,-0.0004955829769865795,-0.0009536225693781435,-0.0009406833689174888
Kat2b,0.000203992577978437,-0.0005178529924663979,-0.0004344476653113778,-0.0016250490720374974,-0.00010118028426842465,-0.0006262816811575633,-0.0007500269293182019,0.0016323301700431952,-0.00016859960619658174,0.002809057519122306
Rab5b,0.0008833979520974303,-0.00010450961562930873,-0.0010089848345109743,-0.003035041207321653,-0.00011794174866102196,-3.4906403070744425e-05,-0.00195523265331214,-7.059464078207909e-05,0.0026675474706372923,0.0004829886885479132
Icosl,-0.000131355245027078,-2.0551413003705915e-05,0.00011312441631978311,-0.00021194279255223327,-0.000159823718345601,-0.00041898825456914584,-0.0011294839862239895,-0.0005363650165712443,-0.0009096917539259734,-0.0009731555656173075
Spg7,-8.731220140032757e-05,-0.000222836334541416,0.00010137203635602105,-0.00015136406612704028,-0.00011521306268868196,-0.00027758561915008565,-0.001058142341937253,-0.0008509572461054952,9.317174415842238e-05,-0.0009143221489588581
Sult5a1,-0.00023819807687864607,0.0007420356934395192,0.00034631107526397737,-0.00013368161440580352,-0.00019496872903518498,-0.00038257719964421733,-0.0011598888953583534,0.0001370947713966155,-0.0010085110484998987,-0.0008122817137165792
Rpl13,0.001287941572444288,-0.000996700463088632,0.0019929775291334727,0.0016296504998777714,-0.00030536503446232,0.0002620885423283829,0.010431160387563549,0.0019139131223940454,-0.00605347355137904,0.0021987224132684817
Chmp1a,5.768238490720797e-05,-0.0002281844391611711,0.0001584073847880034,-0.00017395069892305287,-0.00019596311537084908,-0.00038049725295567744,-0.000754147753546414,1.843089124299182e-05,0.0005167858560842468,-0.0008263757893608682
Rpa1,0.00015595308958855399,4.10647658542816e-05,-0.0005411343542360302,-0.0002481928981350909,-8.722893635775349e-05,-0.00010854878774225372,-0.0011580426176682945,-0.0008309816901344772,-0.0007033937422036667,-4.6483338985357324e-05
Serpinf1,-0.000435142833918033,0.0028548526006443526,-0.005370238020797774,-0.005533380473435594,0.0014472237337727564,0.0022642485751137456,0.004568968493166643,-0.0006546320730311618,0.013915407753620806,-0.002332185022705394
Tubgcp3,-0.00028233679178381294,-0.00041374252946160914,8.441655766809074e-05,-0.0007548083949009941,-0.000229711967537505,-0.00040818372027786844,0.000614279822456625,0.0007926500084265311,-0.0013989018555812713,-0.0005181227319269283
Polr3d,-0.00010931535560205403,-8.82203388076106e-05,0.0001224540824704693,-0.00014705162095571367,-0.00017292866071271605,-0.00046107363292569194,-0.0010106106637261714,-0.0004407597851142753,-0.0007421862093214168,-0.0009768183166160693
Tcf7,-0.00016362154294497,-8.205815685933961e-05,7.374336991223032e-05,-0.00037332003206058694,-0.00010834457229612597,-0.00046974032570646105,-0.0012543702203715093,-0.0005703553181874071,-0.0006780338186237067,-0.00108568652803233
Ddx3x,0.000607894652719221,-0.0018171130074287481,0.00037156904108084053,0.003080606540911058,0.0004266417691678251,0.004693330575168432,-0.005309550199619741,0.0033711950457117183,0.004335989635255903,0.0029957656170242967
