,S_mean_std,A_mean_std,count,L2_norm
0,0.0070904155917185085,393337.7145499308,100,
1,0.007090415591718492,1135539.3087064878,99,
2,0.0070904155917185085,1049570.1771839175,99,
3,0.0070904155917185085,3256806.987749594,97,
4,0.00709041559171851,2902959.6953213536,95,
