	Mmus_C57.6T_LVR_BSL_Rep1_B1	Mmus_C57.6T_LVR_BSL_Rep2_B2	Mmus_C57.6T_LVR_BSL_Rep3_B3	Mmus_C57.6T_LVR_FLT_Rep1_F1	Mmus_C57.6T_LVR_FLT_Rep2_F2	Mmus_C57.6T_LVR_FLT_Rep3_F4	Mmus_C57.6T_LVR_GC_Rep1_G2	Mmus_C57.6T_LVR_GC_Rep2_G3	Mmus_C57.6T_LVR_GC_Rep3_G5	Mmus_C57.6J_LVR_FLT_C_Rep1_M25	Mmus_C57.6J_LVR_FLT_C_Rep2_M26	Mmus_C57.6J_LVR_FLT_C_Rep3_M27	Mmus_C57.6J_LVR_FLT_C_Rep4_M28	Mmus_C57.6J_LVR_FLT_C_Rep5_M30	Mmus_C57.6J_LVR_FLT_I_Rep1_M21	Mmus_C57.6J_LVR_FLT_I_Rep2_M22	Mmus_C57.6J_LVR_GC_C_Rep1_M36	Mmus_C57.6J_LVR_GC_C_Rep2_M37	Mmus_C57.6J_LVR_GC_C_Rep3_M38	Mmus_C57.6J_LVR_GC_C_Rep4_M39	Mmus_C57.6J_LVR_GC_C_Rep5_M40	Mmus_C57.6J_LVR_GC_I_Rep1_M31	Mmus_C57.6J_LVR_GC_I_Rep2_M32	Mmus_BAL.TAL_LVR_RR3_BSL_wERCC_Rep1_B2	Mmus_BAL.TAL_LVR_RR3_BSL_wERCC_Rep2_B4	Mmus_BAL.TAL_LVR_RR3_BSL_wERCC_Rep3_B6	Mmus_BAL.TAL_LVR_RR3_BSL_wERCC_Rep4_B7	Mmus_BAL.TAL_LVR_RR3_FLT_wERCC_Rep1_F1	Mmus_BAL.TAL_LVR_RR3_FLT_wERCC_Rep2_F2	Mmus_BAL.TAL_LVR_RR3_FLT_wERCC_Rep3_F3	Mmus_BAL.TAL_LVR_RR3_FLT_wERCC_Rep4_F4	Mmus_BAL.TAL_LVR_RR3_GC_wERCC_Rep1_G1	Mmus_BAL.TAL_LVR_RR3_GC_wERCC_Rep2_G2	Mmus_BAL.TAL_LVR_RR3_GC_wERCC_Rep3_G3	Mmus_BAL.TAL_LVR_RR3_GC_wERCC_Rep4_G5	Mmus_C57.6J_LVR_RR1_BSL_noERCC_Rep1_M4	Mmus_C57.6J_LVR_RR1_BSL_noERCC_Rep2_M5	Mmus_C57.6J_LVR_RR1_BSL_noERCC_Rep3_M7	Mmus_C57.6J_LVR_RR1_BSL_noERCC_Rep4_M8	Mmus_C57.6J_LVR_RR1_BSL_noERCC_Rep5_M10	Mmus_C57.6J_LVR_RR1_BSL_wERCC_Rep1_M4	Mmus_C57.6J_LVR_RR1_BSL_wERCC_Rep2_M5	Mmus_C57.6J_LVR_RR1_BSL_wERCC_Rep3_M7	Mmus_C57.6J_LVR_RR1_BSL_wERCC_Rep4_M8	Mmus_C57.6J_LVR_RR1_BSL_wERCC_Rep5_M10	Mmus_C57.6J_LVR_RR1_FLT_noERCC_Rep1_M25	Mmus_C57.6J_LVR_RR1_FLT_noERCC_Rep2_M26	Mmus_C57.6J_LVR_RR1_FLT_noERCC_Rep3_M28	Mmus_C57.6J_LVR_RR1_FLT_noERCC_Rep4_M29	Mmus_C57.6J_LVR_RR1_FLT_noERCC_Rep5_M30	Mmus_C57.6J_LVR_RR1_FLT_wERCC_Rep1_M25	Mmus_C57.6J_LVR_RR1_FLT_wERCC_Rep2_M26	Mmus_C57.6J_LVR_RR1_FLT_wERCC_Rep3_M28	Mmus_C57.6J_LVR_RR1_FLT_wERCC_Rep4_M29	Mmus_C57.6J_LVR_RR1_FLT_wERCC_Rep5_M30	Mmus_C57.6J_LVR_RR1_GC_noERCC_Rep1_M36	Mmus_C57.6J_LVR_RR1_GC_noERCC_Rep2_M37	Mmus_C57.6J_LVR_RR1_GC_noERCC_Rep3_M38	Mmus_C57.6J_LVR_RR1_GC_noERCC_Rep4_M39	Mmus_C57.6J_LVR_RR1_GC_noERCC_Rep5_M40	Mmus_C57.6J_LVR_RR1_GC_wERCC_Rep1_M36	Mmus_C57.6J_LVR_RR1_GC_wERCC_Rep2_M37	Mmus_C57.6J_LVR_RR1_GC_wERCC_Rep3_M38	Mmus_C57.6J_LVR_RR1_GC_wERCC_Rep4_M39	Mmus_C57.6J_LVR_RR1_GC_wERCC_Rep5_M40	Mmus_C57.6J_LVR_RR1_VIV_noERCC_Rep1_M16	Mmus_C57.6J_LVR_RR1_VIV_noERCC_Rep2_M17	Mmus_C57.6J_LVR_RR1_VIV_noERCC_Rep3_M18	Mmus_C57.6J_LVR_RR1_VIV_noERCC_Rep4_M19	Mmus_C57.6J_LVR_RR1_VIV_noERCC_Rep5_M20	Mmus_C57.6J_LVR_RR1_VIV_wERCC_Rep1_M16	Mmus_C57.6J_LVR_RR1_VIV_wERCC_Rep2_M17	Mmus_C57.6J_LVR_RR1_VIV_wERCC_Rep3_M18	Mmus_C57.6J_LVR_RR1_VIV_wERCC_Rep4_M19	Mmus_C57.6J_LVR_RR1_VIV_wERCC_Rep5_M20	Mmus_BAL.TAL_LVR_BSL_Rep1_B1	Mmus_BAL.TAL_LVR_BSL_Rep2_B2	Mmus_BAL.TAL_LVR_BSL_Rep3_B3	Mmus_BAL.TAL_LVR_BSL_Rep4_B4	Mmus_BAL.TAL_LVR_BSL_Rep5_B6	Mmus_BAL.TAL_LVR_BSL_Rep6_B7	Mmus_BAL.TAL_LVR_FLT_Rep1_F1	Mmus_BAL.TAL_LVR_FLT_Rep2_F2	Mmus_BAL.TAL_LVR_FLT_Rep3_F3	Mmus_BAL.TAL_LVR_FLT_Rep4_F4	Mmus_BAL.TAL_LVR_FLT_Rep5_F5	Mmus_BAL.TAL_LVR_FLT_Rep6_F6	Mmus_BAL.TAL_LVR_GC_Rep1_G1	Mmus_BAL.TAL_LVR_GC_Rep2_G2	Mmus_BAL.TAL_LVR_GC_Rep3_G3	Mmus_BAL.TAL_LVR_GC_Rep4_G5	Mmus_BAL.TAL_LVR_GC_Rep5_G6	Mmus_BAL.TAL_LVR_GC_Rep6_G7
Gna12	3321.528037	3699.920125	4498.229407	5168.784041	4763.718312	4587.946512	3786.161697	4771.801393	2922.576861	1624.498741	1096.202967	1547.801513	1077.870662	1571.498167	3833.258658	4449.958514	1757.672283	2044.553469	1834.794592	2423.036973	2426.560379	4021.439832	3839.901162	4925.828044	5078.857034	2941.948945	3066.303867	4223.315272	5070.787482	3460.586638	2785.263489	4128.7634	4823.642634	5325.845665	3049.508385	3018.146514	3247.758668	3430.574981	3858.383755	2589.117917	2990.81856	3375.176487	3443.633869	3745.607531	2510.194884	2655.088113	2113.717655	2034.303353	2764.917975	2705.554618	2638.862995	2157.510876	2072.806629	2888.310746	2322.842393	3195.799213	4293.923659	3612.009324	4225.19806	4151.546436	3122.562521	4199.322928	3527.436546	4087.766899	4197.208451	3059.689655	3030.376142	3675.06437	3723.975276	3050.28453	3181.896905	3056.201701	3793.82008	3723.306459	3209.813454	5381.8034	5154.050411	6145.643314	6234.42485	3316.781449	3214.028692	4583.831353	5498.700276	3592.268018	3065.211941	4979.406325	3627.00305	4493.244492	5124.961977	6122.273024	3475.653672	4345.14732	3380.027715
Slc22a18	2666.441137	2571.539682	2945.974944	3126.06481	3809.464755	3428.872585	3434.56045	3189.810403	2662.041739	3653.895205	3792.68617	3829.359075	3453.994464	4189.848373	2822.587036	5224.616518	4891.10287	3448.054236	3813.110894	3597.895678	3755.710263	3529.326699	3244.641564	1941.252613	1523.308925	1116.198905	1960.624005	1684.912734	1967.183397	1739.092777	2146.345588	1666.100955	2079.230088	1968.26018	1679.026964	2138.955524	2208.963102	1727.082198	2148.398379	1733.451078	2271.300771	2374.25046	1750.017396	2211.868662	1674.661669	2070.968728	1735.931816	1772.893696	1941.897644	2265.210139	2148.332762	1771.796705	1802.214919	2013.715806	1989.647787	2626.426683	2500.964122	2422.899483	2238.89789	2515.637676	2552.422449	2578.674787	2326.542398	2182.202157	2556.211781	1991.546917	2108.784102	1916.850121	1984.987061	2102.681916	2145.947521	2319.251	1996.398329	2141.733621	2084.640871	2506.915602	2056.264827	1581.903801	1907.29709	1266.071556	2266.154804	1692.957864	2062.278087	2173.555735	2369.086988	1325.020914	1557.81316	1975.016492	2351.360001	2212.962667	1809.591345	2057.205854	2009.746209
Itgb2l	0	2.538538679	0	0	1.509894869	0	2.715067549	0	1.206181123	0	0	2.230261547	4.006954135	0	0	0	0	0	0	0	0	0	1.362150111	0	0	2.271775247	0	0	0	0	0	0	0.4754699491	0	1.497793902	0	0	0.8424791211	0	0	2.582001634	3.370121305	2.383137626	1.765963004	0.7190475177	0.8850293709	2.353805852	0.8378514632	3.22753071	1.627890865	1.724183597	3.732717778	1.482694298	3.904441698	1.586640979	2.089440479	0	0	0	0.7442715017	0	0	0	0.7185387413	0	0.6958584615	0.6673367413	1.468850668	0	0	0	0.8089469829	1.473900575	0.979302067	0	0	0	0	0	2.1735134	0	0	1.061935163	0	2.056499122	0	1.754294099	0	0	0	0	0	0
Igsf5	523.7901657	672.71275	865.733395	739.605239	774.5760678	703.0234188	728.995637	750.3157264	612.7400106	976.6623852	618.5402286	847.4993877	572.9944413	802.8305852	602.2352553	932.2807253	883.1760728	849.7675357	996.4973293	876.3433432	794.8086482	917.8060877	792.7713645	1813.394424	1390.998664	1794.702445	2000.85667	2157.570974	1789.061032	1481.508658	1661.925176	1821.007036	1611.843128	1131.23164	1725.458575	1289.039422	1112.746675	1005.920071	929.2259655	1295.941296	1336.616179	1172.802214	966.7594968	973.0456151	1297.161722	1236.386031	883.8540974	977.7726576	1082.298631	1098.012389	1144.857908	848.5711748	936.3214493	1138.144755	973.4042405	1056.212162	1181.261634	1262.792322	967.8903129	1231.025064	1014.805303	1177.540417	1198.61397	992.3020017	1208.875155	1066.751022	1067.738786	1144.969095	1197.79075	1032.10221	1107.065513	966.6916446	1155.538051	1111.507846	1046.76616	1409.719966	1718.324582	1707.069653	1496.430008	1811.623419	2116.611594	2138.928862	1758.564631	1621.561094	1682.216282	1582.230856	1431.503985	1878.834172	1685.449219	1104.339481	1586.323984	1462.818972	2207.846831
Pih1d2	8.380642651	20.30830943	22.05690178	15.49649072	7.549474345	7.840409875	16.2904053	6.457106079	10.85563011	31.90103268	37.42058323	17.84209237	22.03824774	14.64128727	13.5450836	9.611141498	10.8498289	21.29743197	19.57114231	10.47422323	19.15201562	18.11459384	10.89720089	27.76349239	24.95325096	37.10566237	39.51422509	22.77871038	28.49957837	21.59866834	32.62297567	25.47344435	27.57725705	23.67831795	30.70477499	18.8870245	20.01029986	16.0071033	14.84665546	13.82337382	18.07401144	21.06325816	9.532550502	12.36174103	23.00952057	17.70058742	24.71496145	19.27058365	15.06180998	8.953399759	14.65556057	28.61750296	12.60290153	26.35498146	13.48644832	16.71552384	6.019167562	12.54169904	14.43415545	18.60678754	13.20787813	14.68865385	16.72131093	10.05954238	15.97632363	10.43787692	18.01809201	22.03276001	9.839953887	20.37043836	24.19414697	10.51631078	10.31730402	13.71022894	8.083136374	38.6454818	20.31334809	24.07035608	24.36635049	38.03648451	35.66030403	24.53562122	22.30063843	30.73466819	31.87573639	25.60964792	21.05152919	18.58067535	26.39012346	24.84549646	30.95723918	23.89495003	29.76641474
Dlat	1854.915574	1844.24835	1880.350877	2180.778876	2483.77706	2430.527061	2097.389682	1854.480866	2378.589175	1568.058453	1822.602524	2230.261547	1981.43882	1937.530349	2803.832304	1699.249817	1571.055225	1488.690495	1862.520377	1504.796737	1773.476646	2890.787266	3888.938566	2324.09656	2268.424605	2200.592956	2227.165414	2168.960329	2574.224416	2856.623875	2907.138002	2342.179938	2099.199825	2511.085619	2336.558487	2477.977614	2355.125292	2080.923429	2309.091591	2871.114743	2404.704189	2311.060685	2047.11522	2278.092275	2968.228153	2110.79505	2753.952847	2885.560439	2333.504703	2751.135562	2030.226185	2716.174303	2913.494296	2440.276061	3049.523961	1908.703878	2460.334741	2563.993598	2466.636788	2484.378273	2049.422423	2517.472062	2797.019282	2395.608163	2448.942179	2812.659901	3759.7752	2114.410536	1853.489496	2816.401719	2718.542332	3585.253028	1977.237621	1785.267668	2729.675154	2025.527318	2186.454922	2025.761167	2025.767967	1981.157464	2192.533532	2004.704581	2320.328332	3004.621163	2775.245565	2409.53383	2648.106943	2191.42671	2025.881811	2206.965479	2084.454105	2558.999805	2807.280839
Sdhd	6460.07871	5853.870194	6727.355044	5336.427896	6913.808605	6310.223214	6326.10739	6643.070734	4540.065748	6726.210045	5888.238831	9641.420666	5780.03134	6093.215718	6105.706913	8200.225926	11741.68484	7277.332505	7874.122923	7131.200313	7574.622177	6937.889439	8042.134254	16474.71026	12619.38129	13498.13126	16544.96527	15856.82977	16286.08406	11674.48021	10881.30121	14290.60228	11795.93397	9630.563869	12426.44711	9481.286297	9263.028808	6765.949822	6181.448669	11036.58166	9535.332036	9372.30735	6944.463041	6444.881982	11203.47937	7230.689961	6610.663735	6157.370403	5407.189782	6898.187542	7051.910912	6791.057877	6136.8717	5311.99293	6629.77933	11274.62083	9046.056449	8542.464759	7285.239017	10249.36285	10883.29158	8799.319691	8859.254553	7064.672904	9949.445734	6975.285218	8112.812763	7212.056778	7431.848809	7368.063002	6988.442695	8211.620824	7178.63275	7165.553225	7162.467141	12239.69618	16247.90847	14025.31508	12519.26284	13361.67363	16073.59446	16587.52322	15849.38231	11952.09777	10847.00462	10501.06911	10455.59283	13899.43814	12113.06667	9764.280108	11878.19886	11146.99419	15624.28846
Fgf23	0	2.538538679	0	0	0	0	0	0	3.618543369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.176902926	0	0	0	0.8620917985	3.732717778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9628142431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgf6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.16771803	0	2.169965781	2.129743197	3.261857052	0	0	0	35.41590288	0	0	0	0	0	0	0.7999506792	0	0	0	0	0	0	0	0.8424791211	0	0	0	0	0	0	0	0	11.76902926	0	0	0	0	18.66358889	0	0	1.586640979	0	0	0	1.60379505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.713482514	0	0	0
Ccnd2	646.7062579	755.215257	740.2847661	883.2999711	505.8147811	560.589306	533.5107734	777.4355719	949.2645439	557.0411091	862.874625	655.6968947	675.1717717	380.673469	3301.874609	538.2239239	601.0805213	575.0306632	684.9899809	616.2334665	415.5987389	878.5578011	909.916274	1223.78552	1627.764394	1347.162722	1381.560997	1183.781105	931.9362127	1276.721284	853.7371181	973.4986572	1182.018294	1036.518368	1240.922248	780.9784629	796.9319422	963.7961146	833.1593713	1123.840292	757.3871461	846.742978	997.7402859	905.9390209	1145.442696	785.021052	787.3480575	744.8499508	601.3965556	629.1798195	812.952566	846.0826963	815.481864	619.8301195	595.7836876	758.466894	862.9981491	1009.606773	805.1051153	695.8938541	750.6477404	813.5882159	1042.801754	785.3628442	728.0638911	974.8977046	938.9427949	937.8611512	833.7124566	940.0580075	969.9653468	986.9153192	963.1940256	873.5374438	1065.357374	1487.01093	1154.167505	1889.041545	1593.055191	1354.098848	1349.339891	1210.905071	838.9287791	1300.691158	848.3058878	1310.545896	1113.099606	1085.330037	1191.074239	1050.364781	1190.446561	1502.394983	1292.272971
Gpr107	926.061013	908.7968471	916.7399804	857.9420772	797.2244909	833.6969167	796.8723257	934.9889603	873.2751332	581.5803651	647.1559687	597.7100945	657.1404781	651.5372835	907.520601	870.7694197	622.7801791	653.8311615	696.4064806	590.0479084	679.8965545	775.908436	791.4092144	1035.286019	1016.119592	985.9504574	834.1093696	884.8105314	961.86077	838.3483118	926.3694035	952.8445131	1064.101746	912.2071991	875.4605358	904.6884734	1037.925554	989.0704882	1034.899219	958.6509747	888.2085623	1017.776634	969.9370136	1018.077672	895.2141596	1123.987301	1041.55909	1256.777195	1445.933758	1191.616113	1047.441535	1055.114892	1199.499687	1444.643428	1007.517022	947.5612574	1072.164222	946.8982776	1008.787087	998.0680838	983.9869207	1093.488675	979.7168084	985.1166143	1027.049376	956.1095261	1054.392051	1005.428282	1114.598413	1017.767458	991.9600258	1090.460533	1054.575861	1126.197377	984.5260104	973.6981175	1023.977411	940.6695155	1108.248838	1054.153999	940.9718934	1034.825907	999.2809888	842.1299085	919.2551075	884.0895846	888.5499612	968.38108	1186.675885	935.5614529	917.4599976	991.6404264	910.4417199
Nalcn	2.79354755	0	0	0	1.509894869	1.306734979	4.072601324	0	0	0	0	0	2.003477067	0	102.1090917	0	4.339931562	2.129743197	0	0	3.830403124	0	1.362150111	5.844945766	2.90154081	12.11613465	8.621285474	4.271008197	4.274936756	7.999506792	7.386334115	11.70401497	5.70563939	5.327621539	5.242278658	2.833053674	0.8700130373	4.212395606	1.746665349	2.764674765	0.8606672115	0	0.7943792085	1.765963004	5.033332624	1.770058742	23.53805852	6.702811706	0	4.883672596	1.724183597	31.10598148	2.965388596	5.856662547	2.379961468	19.84968455	3.009583781	2.35156857	3.207590101	1.488543003	7.704595576	1.63207265	0.7600595876	4.311232448	2.282331947	0.6958584615	6.006030671	2.203276001	0	4.526764081	5.132091782	0.8089469829	2.94780115	0.979302067	4.849881824	5.880834187	7.386672033	2.888442729	3.36087593	8.694053602	4.601329552	0	6.371610981	3.688160183	3.084748683	3.340388859	0.8771470496	5.464904515	6.157695475	1.713482514	2.814294471	7.467171886	6.158568567
Btbd17	1.396773775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.362150111	0	0	0	0	0	0	0	0	0	0.4754699491	0	0	0	0	0	0	0	0	0	0	0	0	0.8850293709	3.530708778	0	0	0	0	3.732717778	0	0	0	1.04472024	0	0	0	0.7442715017	2.201313022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slfn4	19.55483285	34.27027217	51.00658537	64.80350665	3.019789738	24.8279646	28.50820927	37.45121526	56.69051279	83.43347009	561.3087484	144.9670005	92.1599451	109.8096545	7.293506552	13.4555981	47.73924718	29.81640476	109.2722112	101.2508245	34.47362812	16.60504435	1.362150111	110.3233513	110.8388589	165.0823346	76.87312881	96.80951913	54.86168836	56.79649822	61.55278429	30.98121611	47.07152497	50.9083836	98.85439754	27.38618552	46.11069098	33.69916484	33.18664162	22.11739812	37.00869009	50.55181958	38.92458122	22.07453755	15.81904539	50.44667414	323.6483047	43.56827609	38.73036852	78.95270697	31.03530475	306.0828578	30.39523311	15.61776679	68.22556209	33.43104767	10.53354323	29.00267903	44.10436389	18.60678754	51.73085601	19.5848718	29.64232392	41.67524699	19.01943289	59.84382769	57.39095975	88.13104005	65.30151216	58.84793305	65.98403719	28.3131444	79.59063104	57.77882196	39.60736823	60.48858021	87.71673039	84.72765339	102.5067159	164.1002617	70.17027567	111.1319314	47.78708236	66.3868833	51.41247805	111.3462953	124.554881	51.37010244	58.05827162	38.55335657	87.2431286	87.36591106	51.32140473
Th	1.396773775	0	0	0	1.509894869	0	0	0	0	0	0	4.460523093	0	0	2454.785919	7.688913198	0	0	0	0	0	0	5.448600443	2.922472883	2.321232648	4.543550495	3.592202281	2.847338798	0.7124894593	6.399605434	4.924222743	5.507771752	2.852819695	2.959789744	0	0	0	0	0	0	0.8606672115	0	0	0	0	0	1.176902926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scnn1g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7306182208	1.740924486	1.514516832	1.436880912	6.406512295	2.849957837	2.399852038	1.231055686	1.376942938	0.9509398983	0	3.744484755	0	0	0.8424791211	0	0	0	0	0	0.8829815019	0	0	3.530708778	0	0	0	0	0	0	0	0	1.04472024	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7544606801	0	0	0	0	0	0.8401191695	0	2.888442729	0	0	0	0	1.061935163	0	0	0	1.754294099	0	0	0	0	0	1.026428095
Drp2	0	2.538538679	0	0	0	0	2.715067549	0	6.030905616	0	2.201210778	13.38156928	0	4.88042909	9.377365567	0	2.169965781	6.389229592	0	0	0	0	38.1402031	0.7306182208	3.481848972	3.029033663	5.029083193	2.847338798	2.137468378	0.7999506792	0.6155278429	2.065414407	1.901879797	1.183915898	0	0.9443512248	0.8700130373	3.369916484	2.619998023	4.838180839	2.582001634	2.527590979	0	0	3.595237589	6.195205597	17.65354389	1.675702926	0	1.627890865	0.8620917985	24.88478518	1.482694298	0	2.379961468	8.357761918	0.7523959452	2.35156857	3.207590101	3.721357508	8.805252087	1.63207265	4.560357525	4.311232448	0.7607773157	2.087575385	2.669346965	0.7344253338	3.57816505	3.017842721	2.199467906	1.617893966	2.94780115	0.979302067	3.23325455	4.200595848	0	5.776885458	4.201094912	4.347026801	4.601329552	0	2.123870327	0	3.084748683	0	2.631441149	3.278942709	2.639012346	2.570223772	1.876196314	4.480303131	4.105712378
Tspan32	43.29998703	88.84885377	35.8424654	49.30701593	33.21768712	56.1896041	57.01641853	76.19385174	118.2057501	26.9931815	63.83511256	31.22366165	46.07997255	43.92386181	33.34174424	34.60010939	28.20955515	46.85435034	50.5587843	120.4535671	26.81282187	30.19098973	19.07010155	9.49803687	19.73047751	32.56211188	18.67945186	34.16806557	10.68734189	17.59891494	16.00372391	17.21178673	7.607519186	17.75873846	20.22021768	20.77572695	17.40026075	29.48676924	22.70664953	27.64674765	22.3773475	30.33109175	29.39203072	26.48944506	30.19999574	43.36643918	61.19895215	38.54116731	36.57868138	47.2088351	43.10458992	63.45620222	25.94715022	20.49831891	50.77251132	37.60992863	47.40094455	30.57039141	52.92523666	34.23648908	30.8183823	35.08956197	39.52309855	51.73478937	20.54098752	82.11129846	50.71759234	63.89500404	74.24692479	79.21837142	68.1835051	50.15471294	50.84956983	62.67533229	96.18932285	17.64250256	14.77334407	23.10754183	22.68591253	33.68945771	19.5556506	41.85488326	8.495481308	29.50528146	19.53674166	18.9288702	25.43726444	21.85961806	8.796707821	23.13201394	36.58582812	17.17449534	16.42284951
Lhx2	160.6289842	215.7757877	107.5273962	123.9719258	137.4004331	103.2320633	114.0328371	138.1820701	120.6181123	132.5119819	123.2678036	165.0393544	156.2712113	75.64665089	186.5053818	149.9338074	119.3481179	134.1738214	146.7835673	129.1820865	93.84487654	208.3178291	156.6472627	88.40480471	105.6160855	124.9476386	92.67881885	88.26750273	96.186077	143.1911716	94.17575996	145.9559514	103.176979	147.3975293	131.0569664	98.21252738	81.78122551	103.6249319	91.6999308	61.51401352	80.90271788	65.71736546	85.79295452	104.1918172	89.88093972	81.42270213	122.3979043	96.35291827	93.59839058	70.81325264	69.82943568	109.4930548	103.0472537	108.3482571	95.99177922	89.84594062	102.3258485	100.3335923	88.20872777	73.68287867	102.3610555	104.4526496	98.0476868	92.69149763	93.57560983	101.5953354	97.43116422	80.78678671	110.9231165	79.21837142	107.0407714	68.76049355	109.0686425	91.07509223	108.3140274	139.4597821	112.6467485	133.8311798	122.6719714	151.0591813	112.732574	109.6886596	118.9367383	206.5369703	104.8814552	116.9136101	194.726645	125.6928038	100.2824692	177.3454402	138.8385272	180.7055596	127.2770837
Clec2g	0	6.346346698	2.757112723	8.452631302	1.509894869	0	0	5.165684863	8.443267862	0	0	2.230261547	0	0	0	0	0	2.129743197	0	0	0	0	1.362150111	0	0	0.7572584158	0	0	0.7124894593	0.7999506792	0	0	0	1.183915898	0	0	0	0	0	0	0	0	0	0	2.157142553	0	7.061417556	0	0	0.8139454327	0	4.976957037	0	0	0	0	0	0	8.820872777	0	3.301969533	0	0	7.903926154	0.7607773157	0	0	0	2.683623787	1.50892136	0.7331559688	0	0	2.937906201	0	0	0	0	0.8402189825	0	1.150332388	1.443271837	0	0	0	0	0.8771470496	0	0	0	0	0	0
Gmpr	75.42578386	38.07808019	41.35669084	63.39473477	34.72758199	43.12225431	52.94381721	50.36542742	39.80397706	29.44710709	39.621794	24.53287701	10.01738534	14.64128727	181.2957343	78.81136028	39.05938406	38.33537755	30.98764199	31.42266968	21.06721718	45.28648459	397.7478323	48.22080257	34.23818156	56.79438118	31.61138007	59.08228005	50.58675161	62.39615298	35.08508704	59.89701781	45.16964517	44.39684616	41.93822926	38.71840022	24.36036504	38.75403957	36.67997232	38.70544671	33.56602125	28.6460311	27.00889309	30.90435257	51.77142128	36.28620421	36.48399071	31.00050414	41.95789923	28.48809014	44.82877352	26.12902444	34.84331601	34.16386485	24.59293517	40.74408935	33.85781753	53.30222092	41.69867131	25.30523106	23.11378673	44.88199787	36.4828602	34.48985958	32.71342457	48.71009231	49.38291885	35.98684135	44.72706312	49.79440489	46.18882604	34.78472027	45.69091782	33.29627028	59.00689553	33.60476678	57.24670825	52.95478337	36.96963523	63.03188861	64.41861373	50.51451428	58.40643399	59.01056293	32.90398595	40.0846663	49.99738183	48.09115973	34.3071605	72.82300686	50.65730048	50.77676882	43.10997997
Glra1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7999506792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.707611704	0	0	0.8139454327	0	4.976957037	0	0	0	2.089440479	0	0	0	0	1.100656511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mid2	291.925719	257.6616759	272.9541596	380.3684086	366.9044532	384.1800839	397.757396	313.8153555	337.7307145	215.945452	184.9017053	243.0985086	214.3720462	258.6627417	465.7424898	242.2007657	214.8266123	283.2558452	243.0083504	223.4500955	218.3329781	310.9671942	392.2992319	531.1594465	591.3340171	611.1075415	518.7140094	447.744026	550.754352	546.3663139	567.5166711	623.7551509	576.7450483	678.3838093	583.3907249	418.3475926	468.9370271	409.4448529	432.2996738	460.3183484	420.8662664	438.9583	391.6289498	412.3523614	439.3380333	541.637975	471.9380733	529.5221248	442.1717072	444.4142062	506.9099775	442.9491763	416.6370978	403.1336053	498.2052674	470.1241079	442.4088158	511.0742359	476.32713	411.5821404	447.9671999	478.1972864	486.438136	400.2260789	430.5999607	449.5245661	471.8070761	450.9371549	487.5249881	528.1224761	468.4866641	444.9208406	428.168117	407.3896599	465.5886551	436.021849	466.2836721	493.9237067	479.765039	482.5199749	399.1653387	473.3931624	551.1443498	483.148984	492.5315397	558.9584024	638.5630521	508.2361199	497.0139919	539.746992	549.72552	625.0022868	590.1961544
